162	243
1	160	1.00
1	50	1.00
1	41	1.00
2	99	1.00
2	143	1.00
2	57	1.00
3	47	1.00
3	125	1.00
3	117	1.00
4	79	1.00
4	17	1.00
4	76	1.00
5	67	1.00
5	115	1.00
5	149	1.00
6	78	1.00
6	119	1.00
6	101	1.00
7	148	1.00
7	139	1.00
7	16	1.00
8	69	1.00
8	15	1.00
8	46	1.00
9	138	1.00
9	106	1.00
9	62	1.00
10	150	1.00
10	109	1.00
10	18	1.00
11	16	1.00
11	22	1.00
11	96	1.00
12	156	1.00
12	146	1.00
12	39	1.00
13	75	1.00
13	31	1.00
13	35	1.00
14	138	1.00
14	132	1.00
14	94	1.00
15	116	1.00
15	114	1.00
16	101	1.00
17	44	1.00
17	92	1.00
18	100	1.00
18	23	1.00
19	106	1.00
19	124	1.00
19	111	1.00
20	105	1.00
20	26	1.00
20	137	1.00
21	129	1.00
21	22	1.00
21	139	1.00
22	65	1.00
23	109	1.00
23	115	1.00
24	75	1.00
24	42	1.00
24	43	1.00
25	91	1.00
25	110	1.00
25	158	1.00
26	89	1.00
26	56	1.00
27	32	1.00
27	137	1.00
27	43	1.00
28	92	1.00
28	135	1.00
28	79	1.00
29	84	1.00
29	134	1.00
29	69	1.00
30	137	1.00
30	60	1.00
30	84	1.00
31	77	1.00
31	40	1.00
32	77	1.00
32	98	1.00
33	122	1.00
33	135	1.00
33	117	1.00
34	101	1.00
34	74	1.00
34	125	1.00
35	142	1.00
35	131	1.00
36	49	1.00
36	47	1.00
36	157	1.00
37	136	1.00
37	59	1.00
37	64	1.00
38	147	1.00
38	156	1.00
38	154	1.00
39	46	1.00
39	103	1.00
40	97	1.00
40	93	1.00
41	59	1.00
41	58	1.00
42	48	1.00
42	104	1.00
43	75	1.00
44	96	1.00
44	126	1.00
45	136	1.00
45	119	1.00
45	85	1.00
46	64	1.00
47	63	1.00
48	50	1.00
48	136	1.00
49	141	1.00
49	144	1.00
50	157	1.00
51	113	1.00
51	65	1.00
51	128	1.00
52	102	1.00
52	58	1.00
52	72	1.00
53	68	1.00
53	82	1.00
53	151	1.00
54	95	1.00
54	160	1.00
54	116	1.00
55	128	1.00
55	124	1.00
55	155	1.00
56	61	1.00
56	64	1.00
57	60	1.00
57	116	1.00
58	143	1.00
59	161	1.00
60	110	1.00
61	127	1.00
61	70	1.00
62	74	1.00
62	83	1.00
63	81	1.00
63	144	1.00
65	105	1.00
66	123	1.00
66	70	1.00
66	89	1.00
67	94	1.00
67	145	1.00
68	112	1.00
68	162	1.00
69	76	1.00
70	98	1.00
71	107	1.00
71	82	1.00
71	81	1.00
72	114	1.00
72	76	1.00
73	102	1.00
73	90	1.00
73	113	1.00
74	143	1.00
77	146	1.00
78	123	1.00
78	118	1.00
79	106	1.00
80	97	1.00
80	133	1.00
80	152	1.00
81	140	1.00
82	83	1.00
83	161	1.00
84	107	1.00
85	86	1.00
85	87	1.00
86	150	1.00
86	118	1.00
87	131	1.00
87	156	1.00
88	95	1.00
88	119	1.00
88	157	1.00
89	126	1.00
90	121	1.00
90	130	1.00
91	127	1.00
91	148	1.00
92	107	1.00
93	108	1.00
93	125	1.00
94	121	1.00
95	120	1.00
96	112	1.00
97	153	1.00
98	110	1.00
99	108	1.00
99	144	1.00
100	151	1.00
100	129	1.00
102	109	1.00
103	122	1.00
103	132	1.00
104	155	1.00
104	151	1.00
105	146	1.00
108	115	1.00
111	128	1.00
111	149	1.00
112	123	1.00
113	140	1.00
114	122	1.00
117	140	1.00
118	159	1.00
120	142	1.00
120	150	1.00
121	138	1.00
124	162	1.00
126	131	1.00
127	155	1.00
129	147	1.00
130	159	1.00
130	152	1.00
132	158	1.00
133	139	1.00
133	153	1.00
134	141	1.00
134	161	1.00
135	154	1.00
141	158	1.00
142	147	1.00
145	160	1.00
145	149	1.00
148	162	1.00
152	159	1.00
153	154	1.00
