142	213
1	110	1.00
1	39	1.00
1	27	1.00
2	18	1.00
2	64	1.00
2	73	1.00
3	88	1.00
3	106	1.00
3	42	1.00
4	83	1.00
4	74	1.00
4	109	1.00
5	119	1.00
5	105	1.00
5	59	1.00
6	44	1.00
6	139	1.00
6	10	1.00
7	66	1.00
7	65	1.00
7	55	1.00
8	86	1.00
8	76	1.00
8	71	1.00
9	82	1.00
9	128	1.00
9	124	1.00
10	42	1.00
10	57	1.00
11	101	1.00
11	135	1.00
11	87	1.00
12	115	1.00
12	70	1.00
12	89	1.00
13	136	1.00
13	106	1.00
13	44	1.00
14	54	1.00
14	79	1.00
14	55	1.00
15	30	1.00
15	19	1.00
15	83	1.00
16	29	1.00
16	72	1.00
16	59	1.00
17	99	1.00
17	106	1.00
17	123	1.00
18	80	1.00
18	118	1.00
19	108	1.00
19	107	1.00
20	21	1.00
20	93	1.00
20	84	1.00
21	64	1.00
21	57	1.00
22	123	1.00
22	115	1.00
22	76	1.00
23	111	1.00
23	40	1.00
23	32	1.00
24	92	1.00
24	36	1.00
24	103	1.00
25	60	1.00
25	70	1.00
25	52	1.00
26	121	1.00
26	142	1.00
26	46	1.00
27	60	1.00
27	29	1.00
28	110	1.00
28	99	1.00
28	31	1.00
29	82	1.00
30	73	1.00
30	58	1.00
31	68	1.00
31	94	1.00
32	130	1.00
32	35	1.00
33	114	1.00
33	96	1.00
33	122	1.00
34	58	1.00
34	97	1.00
34	89	1.00
35	120	1.00
35	133	1.00
36	67	1.00
36	40	1.00
37	121	1.00
37	101	1.00
37	97	1.00
38	55	1.00
38	50	1.00
38	112	1.00
39	74	1.00
39	98	1.00
40	131	1.00
41	48	1.00
41	88	1.00
41	98	1.00
42	139	1.00
43	114	1.00
43	72	1.00
43	123	1.00
44	137	1.00
45	135	1.00
45	82	1.00
45	104	1.00
46	66	1.00
46	105	1.00
47	113	1.00
47	84	1.00
47	138	1.00
48	53	1.00
48	71	1.00
49	89	1.00
49	96	1.00
49	61	1.00
50	116	1.00
50	97	1.00
51	63	1.00
51	62	1.00
51	127	1.00
52	136	1.00
52	73	1.00
53	77	1.00
53	75	1.00
54	99	1.00
54	130	1.00
56	95	1.00
56	93	1.00
56	57	1.00
58	95	1.00
59	122	1.00
60	102	1.00
61	95	1.00
61	111	1.00
62	65	1.00
62	126	1.00
63	122	1.00
63	142	1.00
64	109	1.00
65	101	1.00
66	107	1.00
67	140	1.00
67	131	1.00
68	78	1.00
68	128	1.00
69	125	1.00
69	96	1.00
69	79	1.00
70	131	1.00
71	119	1.00
72	81	1.00
74	83	1.00
75	119	1.00
75	85	1.00
76	85	1.00
77	132	1.00
77	108	1.00
78	81	1.00
78	90	1.00
79	94	1.00
80	91	1.00
80	132	1.00
81	126	1.00
84	137	1.00
85	91	1.00
86	109	1.00
86	115	1.00
87	118	1.00
87	117	1.00
88	90	1.00
90	91	1.00
92	108	1.00
92	107	1.00
93	121	1.00
94	103	1.00
98	117	1.00
100	110	1.00
100	138	1.00
100	103	1.00
102	114	1.00
102	124	1.00
104	112	1.00
104	133	1.00
105	140	1.00
111	135	1.00
112	133	1.00
113	141	1.00
113	117	1.00
116	139	1.00
116	124	1.00
118	138	1.00
120	136	1.00
120	141	1.00
125	128	1.00
125	129	1.00
126	127	1.00
127	132	1.00
129	134	1.00
129	140	1.00
130	142	1.00
134	141	1.00
134	137	1.00
