102	153
1	71	1.00
1	13	1.00
1	11	1.00
2	98	1.00
2	62	1.00
2	13	1.00
3	53	1.00
3	64	1.00
3	62	1.00
4	94	1.00
4	71	1.00
4	89	1.00
5	80	1.00
5	65	1.00
5	33	1.00
6	94	1.00
6	20	1.00
6	78	1.00
7	39	1.00
7	88	1.00
7	50	1.00
8	52	1.00
8	18	1.00
8	17	1.00
9	36	1.00
9	54	1.00
9	30	1.00
10	70	1.00
10	96	1.00
10	22	1.00
11	70	1.00
11	81	1.00
12	90	1.00
12	28	1.00
12	100	1.00
13	64	1.00
14	55	1.00
14	40	1.00
14	84	1.00
15	98	1.00
15	74	1.00
15	53	1.00
16	101	1.00
16	64	1.00
16	61	1.00
17	80	1.00
17	53	1.00
18	45	1.00
18	72	1.00
19	51	1.00
19	54	1.00
19	70	1.00
20	86	1.00
20	44	1.00
21	83	1.00
21	63	1.00
21	46	1.00
22	100	1.00
22	54	1.00
23	73	1.00
23	77	1.00
23	81	1.00
24	27	1.00
24	41	1.00
24	79	1.00
25	100	1.00
25	40	1.00
25	76	1.00
26	63	1.00
26	39	1.00
26	89	1.00
27	51	1.00
27	93	1.00
28	84	1.00
28	38	1.00
29	56	1.00
29	67	1.00
29	81	1.00
30	71	1.00
30	85	1.00
31	55	1.00
31	47	1.00
31	82	1.00
32	57	1.00
32	83	1.00
32	48	1.00
33	75	1.00
33	36	1.00
34	95	1.00
34	91	1.00
34	62	1.00
35	42	1.00
35	99	1.00
35	37	1.00
36	61	1.00
37	43	1.00
37	79	1.00
38	87	1.00
38	101	1.00
39	97	1.00
40	99	1.00
41	75	1.00
41	92	1.00
42	92	1.00
42	72	1.00
43	82	1.00
43	46	1.00
44	66	1.00
44	58	1.00
45	66	1.00
45	85	1.00
46	57	1.00
47	51	1.00
47	48	1.00
48	90	1.00
49	75	1.00
49	55	1.00
49	59	1.00
50	87	1.00
50	86	1.00
52	59	1.00
52	63	1.00
56	84	1.00
56	74	1.00
57	82	1.00
58	74	1.00
58	95	1.00
59	96	1.00
60	86	1.00
60	96	1.00
60	85	1.00
61	69	1.00
65	102	1.00
65	79	1.00
66	93	1.00
67	78	1.00
67	69	1.00
68	101	1.00
68	69	1.00
68	99	1.00
72	73	1.00
73	91	1.00
76	88	1.00
76	93	1.00
77	92	1.00
77	98	1.00
78	83	1.00
80	95	1.00
87	90	1.00
88	91	1.00
89	97	1.00
94	102	1.00
97	102	1.00
