298	447
1	276	1.00
1	110	1.00
1	239	1.00
2	79	1.00
2	209	1.00
2	253	1.00
3	215	1.00
3	206	1.00
3	111	1.00
4	91	1.00
4	56	1.00
4	297	1.00
5	262	1.00
5	119	1.00
5	193	1.00
6	171	1.00
6	161	1.00
6	156	1.00
7	122	1.00
7	252	1.00
7	162	1.00
8	61	1.00
8	14	1.00
8	281	1.00
9	134	1.00
9	135	1.00
9	49	1.00
10	188	1.00
10	186	1.00
10	31	1.00
11	184	1.00
11	271	1.00
11	29	1.00
12	147	1.00
12	222	1.00
12	219	1.00
13	131	1.00
13	276	1.00
13	41	1.00
14	157	1.00
14	242	1.00
15	24	1.00
15	197	1.00
15	28	1.00
16	294	1.00
16	138	1.00
16	165	1.00
17	89	1.00
17	104	1.00
17	48	1.00
18	121	1.00
18	154	1.00
18	107	1.00
19	283	1.00
19	241	1.00
19	249	1.00
20	191	1.00
20	204	1.00
20	236	1.00
21	70	1.00
21	67	1.00
21	63	1.00
22	180	1.00
22	126	1.00
22	121	1.00
23	171	1.00
23	128	1.00
23	178	1.00
24	25	1.00
24	214	1.00
25	264	1.00
25	285	1.00
26	27	1.00
26	76	1.00
26	33	1.00
27	133	1.00
27	164	1.00
28	174	1.00
28	279	1.00
29	119	1.00
29	237	1.00
30	218	1.00
30	93	1.00
30	227	1.00
31	32	1.00
31	69	1.00
32	207	1.00
32	104	1.00
33	285	1.00
33	109	1.00
34	51	1.00
34	216	1.00
34	47	1.00
35	267	1.00
35	109	1.00
35	85	1.00
36	283	1.00
36	164	1.00
36	54	1.00
37	184	1.00
37	278	1.00
37	243	1.00
38	177	1.00
38	100	1.00
38	200	1.00
39	161	1.00
39	163	1.00
39	260	1.00
40	237	1.00
40	283	1.00
40	44	1.00
41	239	1.00
41	61	1.00
42	170	1.00
42	193	1.00
42	263	1.00
43	143	1.00
43	124	1.00
43	224	1.00
44	264	1.00
44	181	1.00
45	296	1.00
45	226	1.00
45	103	1.00
46	298	1.00
46	110	1.00
46	55	1.00
47	83	1.00
47	93	1.00
48	135	1.00
48	59	1.00
49	150	1.00
49	167	1.00
50	212	1.00
50	175	1.00
50	143	1.00
51	140	1.00
51	87	1.00
52	71	1.00
52	195	1.00
52	155	1.00
53	225	1.00
53	64	1.00
53	202	1.00
54	61	1.00
54	228	1.00
55	141	1.00
55	58	1.00
56	63	1.00
56	85	1.00
57	190	1.00
57	100	1.00
57	240	1.00
58	216	1.00
58	284	1.00
59	118	1.00
59	172	1.00
60	286	1.00
60	244	1.00
60	226	1.00
62	251	1.00
62	217	1.00
62	74	1.00
63	101	1.00
64	227	1.00
64	147	1.00
65	191	1.00
65	293	1.00
65	284	1.00
66	95	1.00
66	88	1.00
66	140	1.00
67	73	1.00
67	148	1.00
68	79	1.00
68	281	1.00
68	252	1.00
69	258	1.00
69	276	1.00
70	156	1.00
70	146	1.00
71	150	1.00
71	198	1.00
72	229	1.00
72	240	1.00
72	295	1.00
73	152	1.00
73	269	1.00
74	187	1.00
74	75	1.00
75	89	1.00
75	221	1.00
76	261	1.00
76	209	1.00
77	151	1.00
77	129	1.00
77	117	1.00
78	204	1.00
78	176	1.00
78	172	1.00
79	144	1.00
80	247	1.00
80	238	1.00
80	201	1.00
81	209	1.00
81	192	1.00
81	98	1.00
82	291	1.00
82	103	1.00
82	201	1.00
83	258	1.00
83	130	1.00
84	219	1.00
84	171	1.00
84	151	1.00
85	255	1.00
86	127	1.00
86	148	1.00
86	245	1.00
87	251	1.00
87	287	1.00
88	287	1.00
88	270	1.00
89	124	1.00
90	123	1.00
90	210	1.00
90	105	1.00
91	115	1.00
91	225	1.00
92	297	1.00
92	245	1.00
92	149	1.00
93	128	1.00
94	177	1.00
94	133	1.00
94	289	1.00
95	230	1.00
95	141	1.00
96	285	1.00
96	245	1.00
96	189	1.00
97	102	1.00
97	142	1.00
97	118	1.00
98	292	1.00
98	203	1.00
99	161	1.00
99	180	1.00
99	186	1.00
100	195	1.00
101	179	1.00
101	268	1.00
102	208	1.00
102	184	1.00
103	236	1.00
104	271	1.00
105	290	1.00
105	123	1.00
106	127	1.00
106	146	1.00
106	110	1.00
107	199	1.00
107	265	1.00
108	266	1.00
108	230	1.00
108	194	1.00
109	208	1.00
111	249	1.00
111	273	1.00
112	146	1.00
112	166	1.00
112	183	1.00
113	248	1.00
113	189	1.00
113	164	1.00
114	158	1.00
114	275	1.00
114	165	1.00
115	255	1.00
115	260	1.00
116	270	1.00
116	185	1.00
116	144	1.00
117	160	1.00
117	274	1.00
118	136	1.00
119	292	1.00
120	185	1.00
120	250	1.00
120	211	1.00
121	258	1.00
122	257	1.00
122	157	1.00
123	296	1.00
124	125	1.00
125	172	1.00
125	232	1.00
126	218	1.00
126	293	1.00
127	241	1.00
128	166	1.00
129	220	1.00
129	214	1.00
130	286	1.00
130	253	1.00
131	222	1.00
131	170	1.00
132	149	1.00
132	196	1.00
132	205	1.00
133	213	1.00
134	275	1.00
134	193	1.00
135	212	1.00
136	196	1.00
136	174	1.00
137	159	1.00
137	203	1.00
137	233	1.00
138	207	1.00
138	148	1.00
139	227	1.00
139	183	1.00
139	238	1.00
140	264	1.00
141	156	1.00
142	288	1.00
142	153	1.00
143	168	1.00
144	150	1.00
145	181	1.00
145	210	1.00
145	167	1.00
147	278	1.00
149	162	1.00
151	229	1.00
152	286	1.00
152	202	1.00
153	179	1.00
153	280	1.00
154	269	1.00
154	178	1.00
155	293	1.00
155	157	1.00
158	266	1.00
158	262	1.00
159	298	1.00
159	263	1.00
160	272	1.00
160	288	1.00
162	190	1.00
163	272	1.00
163	220	1.00
165	182	1.00
166	232	1.00
167	277	1.00
168	265	1.00
168	250	1.00
169	242	1.00
169	211	1.00
169	289	1.00
170	291	1.00
173	221	1.00
173	240	1.00
173	238	1.00
174	273	1.00
175	210	1.00
175	197	1.00
176	288	1.00
176	221	1.00
177	243	1.00
178	262	1.00
179	235	1.00
180	241	1.00
181	206	1.00
182	272	1.00
182	226	1.00
183	287	1.00
185	214	1.00
186	256	1.00
187	219	1.00
187	207	1.00
188	224	1.00
188	196	1.00
189	229	1.00
190	250	1.00
191	261	1.00
192	228	1.00
192	296	1.00
194	282	1.00
194	281	1.00
195	294	1.00
197	267	1.00
198	218	1.00
198	232	1.00
199	260	1.00
199	206	1.00
200	255	1.00
200	279	1.00
201	202	1.00
203	274	1.00
204	268	1.00
205	223	1.00
205	234	1.00
208	295	1.00
211	256	1.00
212	235	1.00
213	233	1.00
213	231	1.00
215	225	1.00
215	280	1.00
216	248	1.00
217	253	1.00
217	252	1.00
220	297	1.00
222	290	1.00
223	234	1.00
223	251	1.00
224	292	1.00
228	231	1.00
230	277	1.00
231	282	1.00
233	237	1.00
234	263	1.00
235	278	1.00
236	254	1.00
239	267	1.00
242	279	1.00
243	282	1.00
244	259	1.00
244	247	1.00
246	257	1.00
246	259	1.00
246	290	1.00
247	259	1.00
248	291	1.00
249	273	1.00
254	284	1.00
254	257	1.00
256	289	1.00
261	298	1.00
265	266	1.00
268	269	1.00
270	295	1.00
271	277	1.00
274	294	1.00
275	280	1.00
