240	360
1	100	1.00
1	17	1.00
1	196	1.00
2	192	1.00
2	121	1.00
2	218	1.00
3	195	1.00
3	85	1.00
3	215	1.00
4	239	1.00
4	221	1.00
4	133	1.00
5	112	1.00
5	210	1.00
5	34	1.00
6	211	1.00
6	63	1.00
6	234	1.00
7	114	1.00
7	72	1.00
7	58	1.00
8	178	1.00
8	204	1.00
8	95	1.00
9	214	1.00
9	75	1.00
9	141	1.00
10	127	1.00
10	224	1.00
10	64	1.00
11	54	1.00
11	71	1.00
11	25	1.00
12	106	1.00
12	109	1.00
12	190	1.00
13	95	1.00
13	204	1.00
13	61	1.00
14	238	1.00
14	126	1.00
14	183	1.00
15	29	1.00
15	122	1.00
15	189	1.00
16	81	1.00
16	72	1.00
16	145	1.00
17	37	1.00
17	184	1.00
18	127	1.00
18	212	1.00
18	190	1.00
19	80	1.00
19	23	1.00
19	187	1.00
20	158	1.00
20	170	1.00
20	103	1.00
21	180	1.00
21	94	1.00
21	150	1.00
22	207	1.00
22	156	1.00
22	139	1.00
23	154	1.00
23	97	1.00
24	48	1.00
24	92	1.00
24	221	1.00
25	160	1.00
25	45	1.00
26	94	1.00
26	51	1.00
26	205	1.00
27	110	1.00
27	169	1.00
27	45	1.00
28	134	1.00
28	123	1.00
28	77	1.00
29	215	1.00
29	149	1.00
30	116	1.00
30	203	1.00
30	160	1.00
31	119	1.00
31	118	1.00
31	188	1.00
32	35	1.00
32	58	1.00
32	54	1.00
33	91	1.00
33	110	1.00
33	34	1.00
34	237	1.00
35	137	1.00
35	235	1.00
36	228	1.00
36	55	1.00
36	139	1.00
37	169	1.00
37	90	1.00
38	235	1.00
38	78	1.00
38	221	1.00
39	212	1.00
39	182	1.00
39	177	1.00
40	87	1.00
40	225	1.00
40	190	1.00
41	199	1.00
41	194	1.00
41	227	1.00
42	225	1.00
42	72	1.00
42	48	1.00
43	166	1.00
43	236	1.00
43	44	1.00
44	153	1.00
44	91	1.00
45	176	1.00
46	133	1.00
46	152	1.00
46	158	1.00
47	183	1.00
47	79	1.00
47	173	1.00
48	60	1.00
49	163	1.00
49	150	1.00
49	112	1.00
50	206	1.00
50	55	1.00
50	59	1.00
51	120	1.00
51	97	1.00
52	149	1.00
52	128	1.00
52	80	1.00
53	60	1.00
53	81	1.00
53	56	1.00
54	186	1.00
55	197	1.00
56	85	1.00
56	233	1.00
57	209	1.00
57	206	1.00
57	124	1.00
58	103	1.00
59	75	1.00
59	179	1.00
60	182	1.00
61	70	1.00
61	77	1.00
62	108	1.00
62	125	1.00
62	68	1.00
63	232	1.00
63	238	1.00
64	131	1.00
64	161	1.00
65	194	1.00
65	217	1.00
65	157	1.00
66	73	1.00
66	177	1.00
66	168	1.00
67	108	1.00
67	82	1.00
67	159	1.00
68	231	1.00
68	192	1.00
69	213	1.00
69	99	1.00
69	138	1.00
70	116	1.00
70	170	1.00
71	237	1.00
71	192	1.00
73	202	1.00
73	204	1.00
74	227	1.00
74	166	1.00
74	123	1.00
75	105	1.00
76	232	1.00
76	229	1.00
76	164	1.00
77	193	1.00
78	184	1.00
78	99	1.00
79	203	1.00
79	135	1.00
80	198	1.00
81	181	1.00
82	235	1.00
82	194	1.00
83	171	1.00
83	220	1.00
83	189	1.00
84	228	1.00
84	104	1.00
84	226	1.00
85	227	1.00
86	114	1.00
86	126	1.00
86	173	1.00
87	176	1.00
87	148	1.00
88	205	1.00
88	185	1.00
88	171	1.00
89	102	1.00
89	162	1.00
89	93	1.00
90	205	1.00
90	157	1.00
91	179	1.00
92	226	1.00
92	201	1.00
93	208	1.00
93	191	1.00
94	162	1.00
95	130	1.00
96	207	1.00
96	135	1.00
96	101	1.00
97	191	1.00
98	180	1.00
98	240	1.00
98	147	1.00
99	216	1.00
100	154	1.00
100	164	1.00
101	117	1.00
101	122	1.00
102	123	1.00
102	198	1.00
103	219	1.00
104	229	1.00
104	172	1.00
105	209	1.00
105	195	1.00
106	240	1.00
106	174	1.00
107	175	1.00
107	167	1.00
107	186	1.00
108	165	1.00
109	182	1.00
109	224	1.00
110	141	1.00
111	220	1.00
111	136	1.00
111	112	1.00
113	226	1.00
113	128	1.00
113	240	1.00
114	175	1.00
115	222	1.00
115	131	1.00
115	171	1.00
116	168	1.00
117	129	1.00
117	202	1.00
118	238	1.00
118	121	1.00
119	142	1.00
119	183	1.00
120	225	1.00
120	234	1.00
121	143	1.00
122	132	1.00
124	130	1.00
124	158	1.00
125	193	1.00
125	167	1.00
126	143	1.00
127	146	1.00
128	162	1.00
129	181	1.00
129	130	1.00
131	216	1.00
132	169	1.00
132	176	1.00
133	141	1.00
134	144	1.00
134	149	1.00
135	166	1.00
136	151	1.00
136	161	1.00
137	211	1.00
137	230	1.00
138	157	1.00
138	188	1.00
139	187	1.00
140	191	1.00
140	229	1.00
140	151	1.00
142	159	1.00
142	197	1.00
143	144	1.00
144	222	1.00
145	219	1.00
145	155	1.00
146	173	1.00
146	197	1.00
147	231	1.00
147	208	1.00
148	210	1.00
148	196	1.00
150	206	1.00
151	211	1.00
152	217	1.00
152	220	1.00
153	216	1.00
153	178	1.00
154	160	1.00
155	215	1.00
155	180	1.00
156	214	1.00
156	213	1.00
159	195	1.00
161	200	1.00
163	207	1.00
163	165	1.00
164	210	1.00
165	218	1.00
167	233	1.00
168	224	1.00
170	178	1.00
172	217	1.00
172	218	1.00
174	199	1.00
174	230	1.00
175	186	1.00
177	239	1.00
179	223	1.00
181	232	1.00
184	208	1.00
185	233	1.00
185	231	1.00
187	237	1.00
188	199	1.00
189	200	1.00
193	198	1.00
196	228	1.00
200	201	1.00
201	223	1.00
202	213	1.00
203	223	1.00
209	236	1.00
212	214	1.00
219	230	1.00
222	239	1.00
234	236	1.00
