122	183
1	122	1.00
1	47	1.00
1	64	1.00
2	77	1.00
2	21	1.00
2	25	1.00
3	72	1.00
3	23	1.00
3	95	1.00
4	60	1.00
4	68	1.00
4	8	1.00
5	41	1.00
5	112	1.00
5	118	1.00
6	77	1.00
6	41	1.00
6	91	1.00
7	17	1.00
7	44	1.00
7	36	1.00
8	36	1.00
8	19	1.00
9	76	1.00
9	63	1.00
9	97	1.00
10	34	1.00
10	115	1.00
10	76	1.00
11	33	1.00
11	59	1.00
11	115	1.00
12	99	1.00
12	44	1.00
12	60	1.00
13	103	1.00
13	104	1.00
13	121	1.00
14	78	1.00
14	21	1.00
14	28	1.00
15	120	1.00
15	70	1.00
15	43	1.00
16	78	1.00
16	93	1.00
16	19	1.00
17	92	1.00
17	52	1.00
18	97	1.00
18	21	1.00
18	70	1.00
19	88	1.00
20	74	1.00
20	53	1.00
20	32	1.00
22	68	1.00
22	43	1.00
22	95	1.00
23	105	1.00
23	107	1.00
24	74	1.00
24	40	1.00
24	69	1.00
25	58	1.00
25	111	1.00
26	82	1.00
26	103	1.00
26	73	1.00
27	63	1.00
27	99	1.00
27	85	1.00
28	120	1.00
28	100	1.00
29	96	1.00
29	72	1.00
29	31	1.00
30	36	1.00
30	110	1.00
30	69	1.00
31	81	1.00
31	96	1.00
32	102	1.00
32	58	1.00
33	101	1.00
33	113	1.00
34	89	1.00
34	37	1.00
35	56	1.00
35	109	1.00
35	52	1.00
37	101	1.00
37	45	1.00
38	104	1.00
38	49	1.00
38	122	1.00
39	75	1.00
39	89	1.00
39	111	1.00
40	99	1.00
40	51	1.00
41	61	1.00
42	71	1.00
42	87	1.00
42	77	1.00
43	54	1.00
44	51	1.00
45	112	1.00
45	85	1.00
46	51	1.00
46	62	1.00
46	96	1.00
47	112	1.00
47	71	1.00
48	93	1.00
48	100	1.00
48	102	1.00
49	98	1.00
49	113	1.00
50	56	1.00
50	80	1.00
50	113	1.00
52	64	1.00
53	115	1.00
53	83	1.00
54	55	1.00
54	92	1.00
55	75	1.00
55	57	1.00
56	104	1.00
57	110	1.00
57	109	1.00
58	70	1.00
59	107	1.00
59	93	1.00
60	62	1.00
61	94	1.00
61	82	1.00
62	67	1.00
63	119	1.00
64	106	1.00
65	86	1.00
65	102	1.00
65	67	1.00
66	67	1.00
66	86	1.00
66	90	1.00
68	114	1.00
69	106	1.00
71	119	1.00
72	117	1.00
73	108	1.00
73	109	1.00
74	75	1.00
76	85	1.00
78	110	1.00
79	95	1.00
79	94	1.00
79	82	1.00
80	120	1.00
80	116	1.00
81	97	1.00
81	87	1.00
83	98	1.00
83	121	1.00
84	116	1.00
84	87	1.00
84	86	1.00
88	91	1.00
88	101	1.00
89	100	1.00
90	122	1.00
90	92	1.00
91	117	1.00
94	105	1.00
98	106	1.00
103	121	1.00
105	114	1.00
107	114	1.00
108	116	1.00
108	118	1.00
111	118	1.00
117	119	1.00
