246	369
1	84	1.00
1	226	1.00
1	215	1.00
2	82	1.00
2	66	1.00
2	109	1.00
3	49	1.00
3	90	1.00
3	226	1.00
4	72	1.00
4	154	1.00
4	185	1.00
5	6	1.00
5	161	1.00
5	52	1.00
6	18	1.00
6	98	1.00
7	94	1.00
7	52	1.00
7	23	1.00
8	13	1.00
8	103	1.00
8	11	1.00
9	97	1.00
9	124	1.00
9	37	1.00
10	31	1.00
10	165	1.00
10	172	1.00
11	178	1.00
11	98	1.00
12	180	1.00
12	106	1.00
12	220	1.00
13	47	1.00
13	141	1.00
14	87	1.00
14	220	1.00
14	128	1.00
15	42	1.00
15	17	1.00
15	146	1.00
16	142	1.00
16	24	1.00
16	59	1.00
17	203	1.00
17	39	1.00
18	102	1.00
18	238	1.00
19	21	1.00
19	139	1.00
19	50	1.00
20	115	1.00
20	33	1.00
20	153	1.00
21	199	1.00
21	151	1.00
22	38	1.00
22	203	1.00
22	111	1.00
23	54	1.00
23	182	1.00
24	58	1.00
24	132	1.00
25	176	1.00
25	185	1.00
25	186	1.00
26	162	1.00
26	204	1.00
26	182	1.00
27	31	1.00
27	196	1.00
27	166	1.00
28	214	1.00
28	114	1.00
28	200	1.00
29	137	1.00
29	231	1.00
29	200	1.00
30	163	1.00
30	94	1.00
30	171	1.00
31	199	1.00
32	166	1.00
32	193	1.00
32	236	1.00
33	106	1.00
33	184	1.00
34	71	1.00
34	89	1.00
34	126	1.00
35	145	1.00
35	177	1.00
35	108	1.00
36	134	1.00
36	125	1.00
36	77	1.00
37	183	1.00
37	76	1.00
38	109	1.00
38	39	1.00
39	192	1.00
40	233	1.00
40	136	1.00
40	227	1.00
41	111	1.00
41	157	1.00
41	80	1.00
42	150	1.00
42	207	1.00
43	242	1.00
43	83	1.00
43	136	1.00
44	61	1.00
44	124	1.00
44	92	1.00
45	74	1.00
45	148	1.00
45	51	1.00
46	106	1.00
46	150	1.00
46	66	1.00
47	133	1.00
47	228	1.00
48	239	1.00
48	161	1.00
48	79	1.00
49	147	1.00
49	192	1.00
50	127	1.00
50	101	1.00
51	151	1.00
51	79	1.00
52	73	1.00
53	135	1.00
53	173	1.00
53	110	1.00
54	173	1.00
54	93	1.00
55	71	1.00
55	175	1.00
55	232	1.00
56	119	1.00
56	245	1.00
56	206	1.00
57	241	1.00
57	58	1.00
57	216	1.00
58	66	1.00
59	86	1.00
59	171	1.00
60	210	1.00
60	95	1.00
60	197	1.00
61	129	1.00
61	77	1.00
62	63	1.00
62	133	1.00
62	65	1.00
63	116	1.00
63	112	1.00
64	206	1.00
64	217	1.00
64	113	1.00
65	167	1.00
65	149	1.00
67	151	1.00
67	80	1.00
67	88	1.00
68	234	1.00
68	242	1.00
68	160	1.00
69	214	1.00
69	198	1.00
69	189	1.00
70	95	1.00
70	110	1.00
70	244	1.00
71	225	1.00
72	133	1.00
72	114	1.00
73	238	1.00
73	102	1.00
74	246	1.00
74	81	1.00
75	186	1.00
75	120	1.00
75	215	1.00
76	194	1.00
76	220	1.00
77	213	1.00
78	143	1.00
78	241	1.00
78	126	1.00
79	183	1.00
80	213	1.00
81	181	1.00
81	235	1.00
82	104	1.00
82	132	1.00
83	209	1.00
83	164	1.00
84	193	1.00
84	209	1.00
85	147	1.00
85	238	1.00
85	237	1.00
86	237	1.00
86	118	1.00
87	122	1.00
87	245	1.00
88	152	1.00
88	202	1.00
89	179	1.00
89	146	1.00
90	224	1.00
90	174	1.00
91	217	1.00
91	115	1.00
91	207	1.00
92	123	1.00
92	164	1.00
93	212	1.00
93	156	1.00
94	107	1.00
95	209	1.00
96	218	1.00
96	101	1.00
96	123	1.00
97	134	1.00
97	199	1.00
98	119	1.00
99	179	1.00
99	200	1.00
99	153	1.00
100	103	1.00
100	227	1.00
100	201	1.00
101	198	1.00
102	179	1.00
103	181	1.00
104	167	1.00
