276	414
1	233	1.00
1	8	1.00
1	270	1.00
2	50	1.00
2	34	1.00
2	255	1.00
3	234	1.00
3	107	1.00
3	73	1.00
4	188	1.00
4	6	1.00
4	221	1.00
5	126	1.00
5	135	1.00
5	78	1.00
6	48	1.00
6	59	1.00
7	209	1.00
7	129	1.00
7	225	1.00
8	199	1.00
8	166	1.00
9	79	1.00
9	88	1.00
9	111	1.00
10	103	1.00
10	57	1.00
10	40	1.00
11	181	1.00
11	149	1.00
11	20	1.00
12	21	1.00
12	213	1.00
12	258	1.00
13	160	1.00
13	192	1.00
13	118	1.00
14	87	1.00
14	148	1.00
14	100	1.00
15	30	1.00
15	155	1.00
15	202	1.00
16	32	1.00
16	271	1.00
16	178	1.00
17	241	1.00
17	242	1.00
17	83	1.00
18	185	1.00
18	175	1.00
18	79	1.00
19	119	1.00
19	252	1.00
19	178	1.00
20	157	1.00
20	159	1.00
21	217	1.00
21	77	1.00
22	230	1.00
22	166	1.00
22	181	1.00
23	179	1.00
23	272	1.00
23	76	1.00
24	213	1.00
24	131	1.00
24	28	1.00
25	186	1.00
25	232	1.00
25	149	1.00
26	138	1.00
26	172	1.00
26	257	1.00
27	189	1.00
27	61	1.00
27	113	1.00
28	98	1.00
28	170	1.00
29	211	1.00
29	120	1.00
29	152	1.00
30	41	1.00
30	56	1.00
31	194	1.00
31	110	1.00
31	162	1.00
32	164	1.00
32	197	1.00
33	184	1.00
33	182	1.00
33	198	1.00
34	95	1.00
34	155	1.00
35	60	1.00
35	222	1.00
35	236	1.00
36	199	1.00
36	267	1.00
36	82	1.00
37	132	1.00
37	70	1.00
37	219	1.00
38	158	1.00
38	143	1.00
38	184	1.00
39	238	1.00
39	173	1.00
39	236	1.00
40	117	1.00
40	216	1.00
41	47	1.00
41	223	1.00
42	197	1.00
42	123	1.00
42	86	1.00
43	81	1.00
43	108	1.00
43	195	1.00
44	123	1.00
44	225	1.00
44	144	1.00
45	158	1.00
45	268	1.00
45	106	1.00
46	66	1.00
46	92	1.00
46	256	1.00
47	238	1.00
47	128	1.00
48	192	1.00
48	135	1.00
49	153	1.00
49	100	1.00
49	215	1.00
50	228	1.00
50	237	1.00
51	260	1.00
51	140	1.00
51	196	1.00
52	144	1.00
52	169	1.00
52	275	1.00
53	265	1.00
53	242	1.00
53	60	1.00
54	177	1.00
54	248	1.00
54	275	1.00
55	204	1.00
55	75	1.00
55	250	1.00
56	262	1.00
56	231	1.00
57	261	1.00
57	78	1.00
58	86	1.00
58	115	1.00
58	182	1.00
59	157	1.00
59	153	1.00
60	248	1.00
61	260	1.00
61	75	1.00
