210	315
1	5	1.00
1	118	1.00
1	138	1.00
2	90	1.00
2	30	1.00
2	111	1.00
3	205	1.00
3	187	1.00
3	57	1.00
4	209	1.00
4	134	1.00
4	58	1.00
5	16	1.00
5	20	1.00
6	28	1.00
6	133	1.00
6	131	1.00
7	104	1.00
7	137	1.00
7	147	1.00
8	26	1.00
8	122	1.00
8	209	1.00
9	150	1.00
9	10	1.00
9	156	1.00
10	55	1.00
10	184	1.00
11	32	1.00
11	70	1.00
11	202	1.00
12	156	1.00
12	87	1.00
12	132	1.00
13	166	1.00
13	189	1.00
13	198	1.00
14	61	1.00
14	132	1.00
14	17	1.00
15	22	1.00
15	40	1.00
15	33	1.00
16	121	1.00
16	172	1.00
17	199	1.00
17	163	1.00
18	145	1.00
18	96	1.00
18	20	1.00
19	43	1.00
19	88	1.00
19	117	1.00
20	42	1.00
21	60	1.00
21	126	1.00
21	176	1.00
22	49	1.00
22	78	1.00
23	180	1.00
23	50	1.00
23	128	1.00
24	112	1.00
24	63	1.00
24	174	1.00
25	72	1.00
25	58	1.00
25	27	1.00
26	173	1.00
26	29	1.00
27	161	1.00
27	194	1.00
28	39	1.00
28	83	1.00
29	106	1.00
29	110	1.00
30	54	1.00
30	148	1.00
31	64	1.00
31	125	1.00
31	200	1.00
32	94	1.00
32	52	1.00
33	101	1.00
33	152	1.00
34	129	1.00
34	182	1.00
34	88	1.00
35	76	1.00
35	201	1.00
35	70	1.00
36	155	1.00
36	113	1.00
36	143	1.00
37	65	1.00
37	82	1.00
37	166	1.00
38	76	1.00
38	66	1.00
38	155	1.00
39	146	1.00
39	55	1.00
40	158	1.00
40	44	1.00
41	75	1.00
41	105	1.00
41	138	1.00
42	175	1.00
42	164	1.00
43	50	1.00
43	81	1.00
44	149	1.00
44	157	1.00
45	99	1.00
45	93	1.00
45	117	1.00
46	203	1.00
46	80	1.00
46	155	1.00
47	126	1.00
47	135	1.00
47	168	1.00
48	113	1.00
48	96	1.00
48	99	1.00
49	111	1.00
49	202	1.00
50	139	1.00
51	100	1.00
51	194	1.00
51	69	1.00
52	101	1.00
52	90	1.00
53	190	1.00
53	158	1.00
53	178	1.00
54	160	1.00
54	76	1.00
55	195	1.00
56	75	1.00
56	185	1.00
56	95	1.00
57	77	1.00
57	98	1.00
58	103	1.00
59	73	1.00
59	123	1.00
59	60	1.00
60	88	1.00
61	181	1.00
61	171	1.00
62	181	1.00
62	135	1.00
62	207	1.00
63	89	1.00
63	200	1.00
64	169	1.00
64	91	1.00
65	83	1.00
65	196	1.00
66	198	1.00
66	195	1.00
67	192	1.00
67	93	1.00
67	129	1.00
68	202	1.00
68	105	1.00
68	102	1.00
69	162	1.00
69	163	1.00
70	183	1.00
71	84	1.00
71	142	1.00
71	167	1.00
72	83	1.00
72	122	1.00
73	101	1.00
73	131	1.00
74	98	1.00
74	151	1.00
74	167	1.00
75	173	1.00
77	146	1.00
77	121	1.00
78	141	1.00
78	115	1.00
79	136	1.00
79	98	1.00
79	151	1.00
80	121	1.00
80	206	1.00
81	190	1.00
81	193	1.00
82	208	1.00
82	153	1.00
84	173	1.00
84	113	1.00
85	197	1.00
85	127	1.00
85	107	1.00
86	187	1.00
86	138	1.00
86	200	1.00
87	191	1.00
87	182	1.00
89	176	1.00
89	160	1.00
90	132	1.00
91	108	1.00
91	117	1.00
92	104	1.00
92	120	1.00
92	196	1.00
93	141	1.00
94	109	1.00
94	189	1.00
95	152	1.00
95	107	1.00
96	144	1.00
97	154	1.00
97	112	1.00
97	187	1.00
99	100	1.00
100	185	1.00
102	120	1.00
102	165	1.00
103	175	1.00
103	210	1.00
104	124	1.00
105	136	1.00
106	143	1.00
106	148	1.00
107	127	1.00
108	123	1.00
108	164	1.00
109	126	1.00
109	171	1.00
110	118	1.00
110	180	1.00
111	145	1.00
112	177	1.00
114	115	1.00
114	166	1.00
114	182	1.00
115	154	1.00
116	195	1.00
116	210	1.00
116	189	1.00
118	162	1.00
119	179	1.00
119	133	1.00
119	149	1.00
120	141	1.00
122	192	1.00
123	168	1.00
124	161	1.00
124	179	1.00
125	130	1.00
125	174	1.00
127	204	1.00
128	181	1.00
128	153	1.00
129	193	1.00
130	171	1.00
130	183	1.00
131	199	1.00
133	188	1.00
134	154	1.00
134	142	1.00
135	205	1.00
136	159	1.00
137	178	1.00
137	188	1.00
139	159	1.00
139	165	1.00
140	186	1.00
140	196	1.00
140	209	1.00
142	203	1.00
143	150	1.00
144	157	1.00
144	167	1.00
145	194	1.00
146	204	1.00
147	161	1.00
147	184	1.00
148	186	1.00
149	170	1.00
150	207	1.00
151	186	1.00
152	168	1.00
153	172	1.00
156	208	1.00
157	172	1.00
158	210	1.00
159	180	1.00
160	164	1.00
162	177	1.00
163	193	1.00
165	183	1.00
169	170	1.00
169	185	1.00
170	206	1.00
174	206	1.00
175	199	1.00
176	201	1.00
177	198	1.00
178	191	1.00
179	191	1.00
184	197	1.00
188	190	1.00
192	208	1.00
197	201	1.00
203	205	1.00
204	207	1.00
