52	78
1	13	1.00
1	52	1.00
1	45	1.00
2	35	1.00
2	5	1.00
2	27	1.00
3	36	1.00
3	16	1.00
3	46	1.00
4	11	1.00
4	17	1.00
4	19	1.00
5	36	1.00
5	37	1.00
6	43	1.00
6	29	1.00
6	22	1.00
7	18	1.00
7	29	1.00
7	12	1.00
8	24	1.00
8	11	1.00
8	52	1.00
9	20	1.00
9	39	1.00
9	26	1.00
10	50	1.00
10	42	1.00
10	26	1.00
11	34	1.00
12	18	1.00
12	45	1.00
13	14	1.00
13	23	1.00
14	15	1.00
14	28	1.00
15	49	1.00
15	32	1.00
16	30	1.00
16	19	1.00
17	21	1.00
17	27	1.00
18	39	1.00
19	31	1.00
20	46	1.00
20	22	1.00
21	48	1.00
21	49	1.00
22	38	1.00
23	25	1.00
23	48	1.00
24	33	1.00
24	46	1.00
25	26	1.00
25	43	1.00
27	47	1.00
28	35	1.00
28	48	1.00
29	43	1.00
30	36	1.00
30	51	1.00
31	39	1.00
31	44	1.00
32	34	1.00
32	41	1.00
33	47	1.00
33	40	1.00
34	42	1.00
35	41	1.00
37	38	1.00
37	40	1.00
38	51	1.00
40	44	1.00
41	49	1.00
42	45	1.00
44	51	1.00
47	50	1.00
50	52	1.00
