268	402
1	243	1.00
1	75	1.00
1	47	1.00
2	104	1.00
2	161	1.00
2	218	1.00
3	83	1.00
3	125	1.00
3	177	1.00
4	257	1.00
4	47	1.00
4	65	1.00
5	78	1.00
5	230	1.00
5	254	1.00
6	88	1.00
6	165	1.00
6	17	1.00
7	87	1.00
7	178	1.00
7	20	1.00
8	24	1.00
8	260	1.00
8	95	1.00
9	170	1.00
9	82	1.00
9	215	1.00
10	126	1.00
10	98	1.00
10	249	1.00
11	38	1.00
11	77	1.00
11	234	1.00
12	175	1.00
12	137	1.00
12	247	1.00
13	149	1.00
13	37	1.00
13	148	1.00
14	52	1.00
14	97	1.00
14	152	1.00
15	72	1.00
15	122	1.00
15	162	1.00
16	245	1.00
16	42	1.00
16	33	1.00
17	60	1.00
17	94	1.00
18	234	1.00
18	53	1.00
18	116	1.00
19	242	1.00
19	137	1.00
19	52	1.00
20	119	1.00
20	148	1.00
21	24	1.00
21	59	1.00
21	188	1.00
22	158	1.00
22	141	1.00
22	238	1.00
23	103	1.00
23	220	1.00
23	164	1.00
24	225	1.00
25	236	1.00
25	121	1.00
25	199	1.00
26	238	1.00
26	193	1.00
26	210	1.00
27	64	1.00
27	51	1.00
27	57	1.00
28	199	1.00
28	135	1.00
28	108	1.00
29	96	1.00
29	125	1.00
29	142	1.00
30	172	1.00
30	256	1.00
30	151	1.00
31	91	1.00
31	115	1.00
31	191	1.00
32	193	1.00
32	206	1.00
32	157	1.00
33	189	1.00
33	176	1.00
34	108	1.00
34	231	1.00
34	93	1.00
35	90	1.00
35	145	1.00
35	123	1.00
36	48	1.00
36	148	1.00
36	101	1.00
37	219	1.00
37	123	1.00
38	158	1.00
38	144	1.00
39	226	1.00
39	161	1.00
39	233	1.00
40	194	1.00
40	170	1.00
40	155	1.00
41	262	1.00
41	85	1.00
41	89	1.00
42	209	1.00
42	186	1.00
43	159	1.00
43	162	1.00
43	237	1.00
44	187	1.00
44	178	1.00
44	107	1.00
45	259	1.00
45	229	1.00
45	222	1.00
46	89	1.00
46	166	1.00
46	153	1.00
47	66	1.00
48	117	1.00
48	124	1.00
49	141	1.00
49	171	1.00
49	173	1.00
50	239	1.00
50	135	1.00
50	221	1.00
51	204	1.00
51	202	1.00
52	75	1.00
53	184	1.00
53	241	1.00
54	222	1.00
54	81	1.00
54	89	1.00
55	261	1.00
55	218	1.00
55	213	1.00
56	184	1.00
56	120	1.00
56	115	1.00
57	78	1.00
57	169	1.00
58	224	1.00
58	95	1.00
58	213	1.00
59	105	1.00
59	63	1.00
60	239	1.00
60	244	1.00
61	211	1.00
61	135	1.00
61	62	1.00
62	162	1.00
62	260	1.00
63	226	1.00
63	246	1.00
64	164	1.00
64	66	1.00
65	198	1.00
65	241	1.00
66	73	1.00
67	265	1.00
67	175	1.00
67	228	1.00
68	154	1.00
68	196	1.00
68	128	1.00
69	134	1.00
69	102	1.00
69	128	1.00
70	241	1.00
70	71	1.00
70	131	1.00
71	221	1.00
71	240	1.00
72	261	1.00
72	235	1.00
73	167	1.00
73	111	1.00
74	122	1.00
74	79	1.00
74	114	1.00
75	179	1.00
76	221	1.00
76	212	1.00
76	164	1.00
77	249	1.00
77	185	1.00
78	91	1.00
79	193	1.00
79	195	1.00
80	245	1.00
80	112	1.00
80	207	1.00
81	210	1.00
81	190	1.00
82	117	1.00
82	159	1.00
83	188	1.00
83	119	1.00
84	115	1.00
84	197	1.00
84	145	1.00
85	177	1.00
85	121	1.00
86	225	1.00
86	266	1.00
86	204	1.00
87	200	1.00
87	196	1.00
88	237	1.00
88	267	1.00
90	186	1.00
90	142	1.00
91	254	1.00
92	251	1.00
92	228	1.00
92	136	1.00
93	163	1.00
93	250	1.00
94	150	1.00
94	173	1.00
95	206	1.00
96	176	1.00
96	174	1.00
97	118	1.00
97	214	1.00
98	208	1.00
98	264	1.00
99	104	1.00
99	262	1.00
99	154	1.00
100	265	1.00
100	200	1.00
100	131	1.00
101	145	1.00
101	237	1.00
102	155	1.00
102	152	1.00
103	108	1.00
103	133	1.00
104	165	1.00
105	207	1.00
105	173	1.00
106	163	1.00
106	205	1.00
106	216	1.00
107	124	1.00
107	152	1.00
109	254	1.00
109	255	1.00
109	248	1.00
110	189	1.00
110	199	1.00
110	265	1.00
111	188	1.00
111	229	1.00
112	172	1.00
112	117	1.00
