280	420
1	42	1.00
1	77	1.00
1	38	1.00
2	162	1.00
2	137	1.00
2	277	1.00
3	183	1.00
3	124	1.00
3	211	1.00
4	166	1.00
4	120	1.00
4	213	1.00
5	174	1.00
5	25	1.00
5	19	1.00
6	265	1.00
6	157	1.00
6	93	1.00
7	45	1.00
7	240	1.00
7	82	1.00
8	204	1.00
8	228	1.00
8	53	1.00
9	42	1.00
9	241	1.00
9	25	1.00
10	57	1.00
10	269	1.00
10	217	1.00
11	40	1.00
11	17	1.00
11	95	1.00
12	36	1.00
12	13	1.00
12	106	1.00
13	92	1.00
13	55	1.00
14	45	1.00
14	78	1.00
14	210	1.00
15	194	1.00
15	142	1.00
15	39	1.00
16	22	1.00
16	99	1.00
16	62	1.00
17	196	1.00
17	131	1.00
18	146	1.00
18	87	1.00
18	127	1.00
19	143	1.00
19	210	1.00
20	137	1.00
20	206	1.00
20	71	1.00
21	182	1.00
21	67	1.00
21	280	1.00
22	208	1.00
22	136	1.00
23	264	1.00
23	95	1.00
23	222	1.00
24	197	1.00
24	160	1.00
24	91	1.00
25	219	1.00
26	29	1.00
26	203	1.00
26	122	1.00
27	209	1.00
27	214	1.00
27	106	1.00
28	165	1.00
28	218	1.00
28	46	1.00
29	44	1.00
29	102	1.00
30	32	1.00
30	263	1.00
30	148	1.00
31	250	1.00
31	226	1.00
31	186	1.00
32	70	1.00
32	133	1.00
33	223	1.00
33	159	1.00
33	181	1.00
34	129	1.00
34	159	1.00
34	134	1.00
35	47	1.00
35	221	1.00
35	65	1.00
36	40	1.00
36	250	1.00
37	187	1.00
37	126	1.00
37	78	1.00
38	272	1.00
38	109	1.00
39	274	1.00
39	176	1.00
40	254	1.00
41	182	1.00
41	94	1.00
41	227	1.00
42	125	1.00
43	219	1.00
43	188	1.00
43	242	1.00
44	158	1.00
44	221	1.00
45	161	1.00
46	112	1.00
46	132	1.00
47	222	1.00
47	121	1.00
48	60	1.00
48	213	1.00
48	260	1.00
49	112	1.00
49	193	1.00
49	118	1.00
50	89	1.00
50	192	1.00
50	60	1.00
51	149	1.00
51	190	1.00
51	215	1.00
52	65	1.00
52	96	1.00
52	223	1.00
53	231	1.00
53	147	1.00
54	80	1.00
54	68	1.00
54	257	1.00
55	190	1.00
55	248	1.00
56	104	1.00
56	189	1.00
56	105	1.00
57	256	1.00
57	226	1.00
58	252	1.00
58	163	1.00
58	258	1.00
59	147	1.00
59	200	1.00
59	176	1.00
60	261	1.00
61	72	1.00
61	144	1.00
61	134	1.00
62	233	1.00
62	98	1.00
63	230	1.00
63	178	1.00
63	109	1.00
64	222	1.00
64	275	1.00
64	255	1.00
65	253	1.00
66	175	1.00
66	154	1.00
66	184	1.00
67	68	1.00
67	214	1.00
68	191	1.00
69	234	1.00
69	161	1.00
69	178	1.00
70	129	1.00
70	123	1.00
71	206	1.00
71	207	1.00
72	128	1.00
72	267	1.00
73	253	1.00
73	275	1.00
73	267	1.00
74	77	1.00
74	275	1.00
74	231	1.00
75	179	1.00
75	236	1.00
75	121	1.00
76	268	1.00
76	152	1.00
76	165	1.00
77	224	1.00
78	148	1.00
79	155	1.00
79	217	1.00
79	169	1.00
80	114	1.00
80	138	1.00
81	212	1.00
81	133	1.00
81	174	1.00
82	245	1.00
82	159	1.00
83	237	1.00
83	187	1.00
83	112	1.00
84	189	1.00
84	273	1.00
84	219	1.00
85	179	1.00
85	205	1.00
85	236	1.00
86	89	1.00
86	173	1.00
86	188	1.00
87	98	1.00
87	235	1.00
88	235	1.00
88	201	1.00
88	237	1.00
89	168	1.00
90	101	1.00
90	216	1.00
90	264	1.00
91	181	1.00
91	156	1.00
92	129	1.00
92	277	1.00
93	201	1.00
93	113	1.00
94	155	1.00
94	164	1.00
95	100	1.00
96	257	1.00
96	181	1.00
97	224	1.00
97	260	1.00
97	220	1.00
98	150	1.00
99	251	1.00
99	182	1.00
100	211	1.00
100	152	1.00
101	249	1.00
101	130	1.00
102	190	1.00
102	141	1.00
103	196	1.00
103	123	1.00
103	188	1.00
104	233	1.00
104	152	1.00
105	217	1.00
105	237	1.00
106	262	1.00
107	255	1.00
107	139	1.00
107	204	1.00
108	251	1.00
108	192	1.00
108	118	1.00
109	238	1.00
110	227	1.00
110	113	1.00
110	280	1.00
111	246	1.00
111	278	1.00
111	171	1.00
113	202	1.00
114	212	1.00
114	209	1.00
115	234	1.00
115	247	1.00
115	273	1.00
116	117	1.00
116	157	1.00
116	265	1.00
117	194	1.00
117	277	1.00
118	119	1.00
119	186	1.00
119	135	1.00
120	261	1.00
120	202	1.00
121	198	1.00
122	153	1.00
122	215	1.00
123	191	1.00
124	252	1.00
124	225	1.00
125	187	1.00
125	165	1.00
126	274	1.00
126	169	1.00
127	241	1.00
127	242	1.00
128	253	1.00
128	239	1.00
130	255	1.00
130	263	1.00
131	272	1.00
131	238	1.00
132	228	1.00
132	271	1.00
133	139	1.00
134	247	1.00
135	180	1.00
135	147	1.00
136	180	1.00
136	199	1.00
137	270	1.00
138	270	1.00
138	258	1.00
139	141	1.00
140	249	1.00
140	198	1.00
140	174	1.00
141	154	1.00
142	265	1.00
142	262	1.00
143	216	1.00
143	247	1.00
144	163	1.00
144	232	1.00
145	200	1.00
145	230	1.00
145	209	1.00
146	232	1.00
146	189	1.00
148	199	1.00
149	172	1.00
149	173	1.00
150	254	1.00
150	151	1.00
151	153	1.00
151	225	1.00
153	230	1.00
154	204	1.00
155	263	1.00
156	171	1.00
156	266	1.00
157	270	1.00
158	256	1.00
158	226	1.00
160	178	1.00
