88	132
1	11	1.00
1	63	1.00
1	35	1.00
2	3	1.00
2	29	1.00
2	60	1.00
3	10	1.00
3	35	1.00
4	16	1.00
4	54	1.00
4	23	1.00
5	85	1.00
5	25	1.00
5	80	1.00
6	32	1.00
6	79	1.00
6	28	1.00
7	13	1.00
7	12	1.00
7	58	1.00
8	73	1.00
8	19	1.00
8	66	1.00
9	81	1.00
9	64	1.00
9	20	1.00
10	73	1.00
10	17	1.00
11	79	1.00
11	18	1.00
12	67	1.00
12	68	1.00
13	46	1.00
13	75	1.00
14	37	1.00
14	71	1.00
14	22	1.00
15	61	1.00
15	56	1.00
15	74	1.00
16	18	1.00
16	65	1.00
17	67	1.00
17	83	1.00
18	49	1.00
19	86	1.00
19	71	1.00
20	53	1.00
20	68	1.00
21	57	1.00
21	60	1.00
21	42	1.00
22	71	1.00
22	77	1.00
23	87	1.00
23	39	1.00
24	69	1.00
24	59	1.00
24	51	1.00
25	29	1.00
25	66	1.00
26	48	1.00
26	47	1.00
26	43	1.00
27	59	1.00
27	43	1.00
27	75	1.00
28	40	1.00
28	39	1.00
29	53	1.00
30	44	1.00
30	49	1.00
30	80	1.00
31	80	1.00
31	85	1.00
31	59	1.00
32	47	1.00
32	36	1.00
33	86	1.00
33	40	1.00
33	34	1.00
34	38	1.00
34	52	1.00
35	54	1.00
36	51	1.00
36	62	1.00
37	41	1.00
37	55	1.00
38	85	1.00
38	53	1.00
39	58	1.00
40	54	1.00
41	47	1.00
41	87	1.00
42	74	1.00
42	45	1.00
43	45	1.00
44	88	1.00
44	81	1.00
45	64	1.00
46	67	1.00
46	69	1.00
48	56	1.00
48	88	1.00
49	82	1.00
50	55	1.00
50	66	1.00
50	70	1.00
51	76	1.00
52	68	1.00
52	72	1.00
55	60	1.00
56	81	1.00
57	61	1.00
57	79	1.00
58	77	1.00
61	65	1.00
62	78	1.00
62	83	1.00
63	82	1.00
63	78	1.00
64	69	1.00
65	87	1.00
70	84	1.00
70	72	1.00
72	76	1.00
73	74	1.00
75	78	1.00
76	84	1.00
77	84	1.00
82	86	1.00
83	88	1.00
