112	168
1	86	1.00
1	46	1.00
1	8	1.00
2	34	1.00
2	85	1.00
2	38	1.00
3	25	1.00
3	109	1.00
3	94	1.00
4	65	1.00
4	110	1.00
4	77	1.00
5	55	1.00
5	27	1.00
5	87	1.00
6	38	1.00
6	97	1.00
6	13	1.00
7	79	1.00
7	67	1.00
7	66	1.00
8	87	1.00
8	99	1.00
9	44	1.00
9	50	1.00
9	67	1.00
10	31	1.00
10	42	1.00
10	106	1.00
11	71	1.00
11	37	1.00
11	68	1.00
12	50	1.00
12	98	1.00
12	72	1.00
13	75	1.00
13	30	1.00
14	15	1.00
14	25	1.00
14	23	1.00
15	84	1.00
15	101	1.00
16	39	1.00
16	42	1.00
16	88	1.00
17	81	1.00
17	59	1.00
17	41	1.00
18	81	1.00
18	21	1.00
18	86	1.00
19	58	1.00
19	22	1.00
19	111	1.00
20	76	1.00
20	51	1.00
20	104	1.00
21	70	1.00
21	95	1.00
22	63	1.00
22	103	1.00
23	54	1.00
23	100	1.00
24	35	1.00
24	105	1.00
24	30	1.00
25	108	1.00
26	60	1.00
26	103	1.00
26	98	1.00
27	109	1.00
27	90	1.00
28	102	1.00
28	33	1.00
28	58	1.00
29	61	1.00
29	36	1.00
29	78	1.00
30	64	1.00
31	89	1.00
31	45	1.00
32	58	1.00
32	49	1.00
32	59	1.00
33	40	1.00
33	79	1.00
34	36	1.00
34	109	1.00
35	47	1.00
35	73	1.00
36	97	1.00
37	59	1.00
37	106	1.00
38	44	1.00
39	82	1.00
39	77	1.00
40	62	1.00
40	103	1.00
41	63	1.00
41	79	1.00
42	105	1.00
43	65	1.00
43	82	1.00
43	71	1.00
44	96	1.00
45	86	1.00
45	78	1.00
46	64	1.00
46	62	1.00
47	88	1.00
47	104	1.00
48	51	1.00
48	99	1.00
48	105	1.00
49	75	1.00
49	95	1.00
50	75	1.00
51	56	1.00
52	85	1.00
52	55	1.00
52	66	1.00
53	70	1.00
53	110	1.00
53	67	1.00
54	83	1.00
54	73	1.00
55	92	1.00
56	94	1.00
56	68	1.00
57	84	1.00
57	95	1.00
57	68	1.00
60	88	1.00
60	78	1.00
61	101	1.00
61	73	1.00
62	101	1.00
63	93	1.00
64	76	1.00
65	111	1.00
66	70	1.00
69	108	1.00
69	104	1.00
69	76	1.00
71	107	1.00
72	112	1.00
72	98	1.00
74	80	1.00
74	110	1.00
74	112	1.00
77	108	1.00
80	112	1.00
80	89	1.00
81	107	1.00
82	93	1.00
83	100	1.00
83	90	1.00
84	92	1.00
85	100	1.00
87	91	1.00
89	96	1.00
90	102	1.00
91	93	1.00
91	102	1.00
92	96	1.00
94	97	1.00
99	106	1.00
107	111	1.00
