188	282
1	145	1.00
1	119	1.00
1	84	1.00
2	130	1.00
2	93	1.00
2	141	1.00
3	15	1.00
3	63	1.00
3	118	1.00
4	108	1.00
4	9	1.00
4	97	1.00
5	48	1.00
5	25	1.00
5	77	1.00
6	169	1.00
6	41	1.00
6	140	1.00
7	135	1.00
7	87	1.00
7	39	1.00
8	175	1.00
8	135	1.00
8	73	1.00
9	89	1.00
9	115	1.00
10	129	1.00
10	152	1.00
10	63	1.00
11	176	1.00
11	136	1.00
11	44	1.00
12	129	1.00
12	180	1.00
12	160	1.00
13	177	1.00
13	113	1.00
13	34	1.00
14	69	1.00
14	124	1.00
14	68	1.00
15	32	1.00
15	95	1.00
16	31	1.00
16	24	1.00
16	86	1.00
17	74	1.00
17	45	1.00
17	81	1.00
18	101	1.00
18	82	1.00
18	142	1.00
19	175	1.00
19	72	1.00
19	133	1.00
20	120	1.00
20	116	1.00
20	119	1.00
21	184	1.00
21	24	1.00
21	153	1.00
22	122	1.00
22	32	1.00
22	31	1.00
23	40	1.00
23	140	1.00
23	56	1.00
24	182	1.00
25	146	1.00
25	166	1.00
26	136	1.00
26	114	1.00
26	64	1.00
27	166	1.00
27	151	1.00
27	85	1.00
28	171	1.00
28	142	1.00
28	137	1.00
29	176	1.00
29	115	1.00
29	44	1.00
30	83	1.00
30	87	1.00
30	49	1.00
31	103	1.00
32	132	1.00
33	167	1.00
33	177	1.00
33	89	1.00
34	51	1.00
34	128	1.00
35	186	1.00
35	85	1.00
35	123	1.00
36	179	1.00
36	46	1.00
36	125	1.00
37	50	1.00
37	76	1.00
37	113	1.00
38	150	1.00
38	99	1.00
38	85	1.00
39	148	1.00
39	158	1.00
40	149	1.00
40	172	1.00
41	116	1.00
41	127	1.00
42	94	1.00
42	106	1.00
42	122	1.00
43	78	1.00
43	161	1.00
43	59	1.00
44	128	1.00
45	92	1.00
45	161	1.00
46	52	1.00
46	171	1.00
47	168	1.00
47	141	1.00
47	162	1.00
48	80	1.00
48	100	1.00
49	159	1.00
49	72	1.00
50	83	1.00
50	121	1.00
51	159	1.00
51	63	1.00
52	159	1.00
52	178	1.00
53	131	1.00
53	127	1.00
53	109	1.00
54	65	1.00
54	60	1.00
54	133	1.00
55	169	1.00
55	86	1.00
55	152	1.00
56	123	1.00
56	160	1.00
57	155	1.00
57	181	1.00
57	142	1.00
58	61	1.00
58	88	1.00
58	90	1.00
59	186	1.00
59	187	1.00
60	79	1.00
60	117	1.00
61	149	1.00
61	183	1.00
62	69	1.00
62	83	1.00
62	178	1.00
64	174	1.00
64	117	1.00
65	97	1.00
65	122	1.00
66	187	1.00
66	126	1.00
66	145	1.00
67	99	1.00
67	188	1.00
67	114	1.00
68	126	1.00
68	117	1.00
69	120	1.00
70	105	1.00
70	134	1.00
70	125	1.00
71	138	1.00
71	137	1.00
71	118	1.00
72	130	1.00
73	98	1.00
73	76	1.00
74	112	1.00
74	170	1.00
75	141	1.00
75	111	1.00
75	180	1.00
76	80	1.00
77	127	1.00
77	97	1.00
78	118	1.00
78	150	1.00
79	182	1.00
79	148	1.00
80	185	1.00
81	129	1.00
81	124	1.00
82	106	1.00
82	102	1.00
84	174	1.00
84	168	1.00
86	98	1.00
87	162	1.00
88	179	1.00
88	104	1.00
89	104	1.00
90	96	1.00
90	124	1.00
91	151	1.00
91	119	1.00
91	146	1.00
92	154	1.00
92	94	1.00
93	172	1.00
93	187	1.00
94	102	1.00
95	173	1.00
95	132	1.00
96	181	1.00
96	180	1.00
98	131	1.00
99	167	1.00
100	108	1.00
100	170	1.00
101	174	1.00
101	165	1.00
102	110	1.00
103	147	1.00
103	163	1.00
104	162	1.00
105	139	1.00
105	110	1.00
106	177	1.00
107	183	1.00
107	136	1.00
107	130	1.00
108	114	1.00
109	160	1.00
109	170	1.00
110	184	1.00
111	126	1.00
111	156	1.00
112	164	1.00
112	143	1.00
113	138	1.00
115	148	1.00
116	137	1.00
120	121	1.00
121	138	1.00
123	185	1.00
125	185	1.00
128	139	1.00
131	179	1.00
132	188	1.00
133	144	1.00
134	188	1.00
134	156	1.00
135	173	1.00
139	146	1.00
140	184	1.00
143	173	1.00
143	147	1.00
144	149	1.00
144	176	1.00
145	182	1.00
147	169	1.00
150	164	1.00
151	155	1.00
152	178	1.00
153	181	1.00
153	171	1.00
154	155	1.00
154	157	1.00
156	183	1.00
157	158	1.00
157	163	1.00
158	165	1.00
161	165	1.00
163	172	1.00
164	168	1.00
166	175	1.00
167	186	1.00
