128	192
1	103	1.00
1	41	1.00
1	52	1.00
2	88	1.00
2	48	1.00
2	36	1.00
3	126	1.00
3	28	1.00
3	102	1.00
4	61	1.00
4	84	1.00
4	38	1.00
5	84	1.00
5	57	1.00
5	92	1.00
6	35	1.00
6	56	1.00
6	26	1.00
7	28	1.00
7	63	1.00
7	65	1.00
8	9	1.00
8	67	1.00
8	56	1.00
9	119	1.00
9	32	1.00
10	106	1.00
10	122	1.00
10	101	1.00
11	26	1.00
11	59	1.00
11	16	1.00
12	61	1.00
12	93	1.00
12	45	1.00
13	128	1.00
13	111	1.00
13	99	1.00
14	69	1.00
14	29	1.00
14	53	1.00
15	128	1.00
15	99	1.00
15	91	1.00
16	112	1.00
16	87	1.00
17	113	1.00
17	98	1.00
17	94	1.00
18	97	1.00
18	59	1.00
18	103	1.00
19	81	1.00
19	125	1.00
19	124	1.00
20	33	1.00
20	66	1.00
20	124	1.00
21	25	1.00
21	50	1.00
21	118	1.00
22	62	1.00
22	35	1.00
22	66	1.00
23	89	1.00
23	31	1.00
23	37	1.00
24	49	1.00
24	53	1.00
24	76	1.00
25	107	1.00
25	60	1.00
26	63	1.00
27	86	1.00
27	37	1.00
27	90	1.00
28	116	1.00
29	58	1.00
29	88	1.00
30	45	1.00
30	55	1.00
30	97	1.00
31	80	1.00
31	42	1.00
32	123	1.00
32	93	1.00
33	127	1.00
33	66	1.00
34	128	1.00
34	91	1.00
34	100	1.00
35	51	1.00
36	81	1.00
36	90	1.00
37	116	1.00
38	95	1.00
38	72	1.00
39	117	1.00
39	115	1.00
39	75	1.00
40	65	1.00
40	116	1.00
40	121	1.00
41	45	1.00
41	71	1.00
42	104	1.00
42	124	1.00
43	69	1.00
43	111	1.00
43	60	1.00
44	113	1.00
44	100	1.00
44	77	1.00
46	79	1.00
46	104	1.00
46	47	1.00
47	114	1.00
47	120	1.00
48	126	1.00
48	57	1.00
49	107	1.00
49	122	1.00
50	51	1.00
50	89	1.00
51	78	1.00
52	71	1.00
52	63	1.00
53	78	1.00
54	74	1.00
54	69	1.00
54	122	1.00
55	118	1.00
55	102	1.00
56	108	1.00
57	119	1.00
58	125	1.00
58	102	1.00
59	95	1.00
60	65	1.00
61	87	1.00
62	73	1.00
62	71	1.00
64	83	1.00
64	67	1.00
64	77	1.00
67	119	1.00
68	117	1.00
68	126	1.00
68	118	1.00
70	127	1.00
70	98	1.00
70	100	1.00
72	103	1.00
72	76	1.00
73	104	1.00
73	94	1.00
74	106	1.00
74	96	1.00
75	87	1.00
75	82	1.00
76	127	1.00
77	81	1.00
78	125	1.00
79	82	1.00
79	121	1.00
80	110	1.00
80	105	1.00
82	111	1.00
83	105	1.00
83	112	1.00
84	108	1.00
85	113	1.00
85	95	1.00
85	92	1.00
86	123	1.00
86	89	1.00
88	108	1.00
90	96	1.00
91	109	1.00
92	114	1.00
93	120	1.00
94	112	1.00
96	123	1.00
97	115	1.00
98	120	1.00
99	101	1.00
101	109	1.00
105	115	1.00
106	110	1.00
107	117	1.00
109	121	1.00
110	114	1.00
