76	114
1	32	1.00
1	68	1.00
1	72	1.00
2	59	1.00
2	72	1.00
2	32	1.00
3	38	1.00
3	52	1.00
3	9	1.00
4	67	1.00
4	19	1.00
4	57	1.00
5	36	1.00
5	39	1.00
5	58	1.00
6	69	1.00
6	50	1.00
6	55	1.00
7	66	1.00
7	11	1.00
7	18	1.00
8	33	1.00
8	23	1.00
8	49	1.00
9	27	1.00
9	58	1.00
10	42	1.00
10	27	1.00
10	11	1.00
11	20	1.00
12	46	1.00
12	40	1.00
12	71	1.00
13	25	1.00
13	55	1.00
13	51	1.00
14	70	1.00
14	58	1.00
14	38	1.00
15	53	1.00
15	56	1.00
15	75	1.00
16	64	1.00
16	61	1.00
16	39	1.00
17	63	1.00
17	56	1.00
17	34	1.00
18	75	1.00
18	60	1.00
19	64	1.00
19	45	1.00
20	33	1.00
20	48	1.00
21	60	1.00
21	48	1.00
21	70	1.00
22	42	1.00
22	23	1.00
22	49	1.00
23	73	1.00
24	72	1.00
24	45	1.00
24	60	1.00
25	62	1.00
25	50	1.00
26	35	1.00
26	43	1.00
26	46	1.00
27	43	1.00
28	61	1.00
28	49	1.00
28	55	1.00
29	46	1.00
29	73	1.00
29	62	1.00
30	69	1.00
30	64	1.00
30	34	1.00
31	65	1.00
31	71	1.00
31	37	1.00
32	51	1.00
33	41	1.00
34	52	1.00
35	54	1.00
35	59	1.00
36	76	1.00
36	51	1.00
37	42	1.00
37	47	1.00
38	40	1.00
39	41	1.00
40	65	1.00
41	65	1.00
43	52	1.00
44	75	1.00
44	45	1.00
44	59	1.00
47	69	1.00
47	50	1.00
48	74	1.00
53	61	1.00
53	66	1.00
54	68	1.00
54	73	1.00
56	57	1.00
57	74	1.00
62	67	1.00
63	76	1.00
63	68	1.00
66	74	1.00
67	71	1.00
70	76	1.00
