162	243
1	67	1.00
1	116	1.00
1	148	1.00
2	93	1.00
2	109	1.00
2	100	1.00
3	155	1.00
3	4	1.00
3	103	1.00
4	99	1.00
4	82	1.00
5	85	1.00
5	40	1.00
5	15	1.00
6	61	1.00
6	142	1.00
6	72	1.00
7	79	1.00
7	131	1.00
7	34	1.00
8	89	1.00
8	135	1.00
8	52	1.00
9	39	1.00
9	48	1.00
9	154	1.00
10	113	1.00
10	45	1.00
10	149	1.00
11	19	1.00
11	154	1.00
11	144	1.00
12	22	1.00
12	84	1.00
12	54	1.00
13	63	1.00
13	45	1.00
13	37	1.00
14	23	1.00
14	90	1.00
14	150	1.00
15	88	1.00
15	124	1.00
16	123	1.00
16	70	1.00
16	109	1.00
17	44	1.00
17	60	1.00
17	64	1.00
18	112	1.00
18	67	1.00
18	28	1.00
19	27	1.00
19	65	1.00
20	152	1.00
20	93	1.00
20	65	1.00
21	125	1.00
21	132	1.00
21	32	1.00
22	133	1.00
22	31	1.00
23	125	1.00
23	34	1.00
24	115	1.00
24	141	1.00
24	136	1.00
25	80	1.00
25	151	1.00
25	97	1.00
26	148	1.00
26	150	1.00
26	72	1.00
27	137	1.00
27	104	1.00
28	130	1.00
28	32	1.00
29	105	1.00
29	138	1.00
29	92	1.00
30	134	1.00
30	70	1.00
30	129	1.00
31	112	1.00
31	106	1.00
32	85	1.00
33	84	1.00
33	101	1.00
33	142	1.00
34	140	1.00
35	86	1.00
35	94	1.00
35	79	1.00
36	127	1.00
36	152	1.00
36	129	1.00
37	139	1.00
37	140	1.00
38	143	1.00
38	158	1.00
38	82	1.00
39	120	1.00
39	100	1.00
40	42	1.00
40	92	1.00
41	132	1.00
41	66	1.00
41	78	1.00
42	55	1.00
42	79	1.00
43	158	1.00
43	44	1.00
43	102	1.00
44	160	1.00
45	156	1.00
46	114	1.00
46	62	1.00
46	130	1.00
47	96	1.00
47	108	1.00
47	162	1.00
48	117	1.00
48	102	1.00
49	51	1.00
49	157	1.00
49	57	1.00
50	81	1.00
50	119	1.00
50	111	1.00
51	78	1.00
51	144	1.00
52	144	1.00
52	64	1.00
53	146	1.00
53	126	1.00
53	159	1.00
54	145	1.00
54	89	1.00
55	104	1.00
55	131	1.00
56	91	1.00
56	74	1.00
56	94	1.00
57	88	1.00
57	77	1.00
58	131	1.00
58	107	1.00
58	111	1.00
59	108	1.00
59	60	1.00
59	124	1.00
60	64	1.00
61	95	1.00
61	161	1.00
62	95	1.00
62	90	1.00
63	127	1.00
63	77	1.00
65	107	1.00
66	69	1.00
66	147	1.00
67	95	1.00
68	121	1.00
68	69	1.00
68	125	1.00
69	101	1.00
70	118	1.00
71	117	1.00
71	110	1.00
71	87	1.00
72	119	1.00
73	98	1.00
73	81	1.00
73	106	1.00
74	117	1.00
74	100	1.00
75	139	1.00
75	93	1.00
75	89	1.00
76	77	1.00
76	128	1.00
76	83	1.00
78	162	1.00
80	128	1.00
80	139	1.00
81	143	1.00
82	134	1.00
83	114	1.00
83	157	1.00
84	136	1.00
85	140	1.00
86	120	1.00
86	123	1.00
87	155	1.00
87	116	1.00
88	114	1.00
90	132	1.00
91	103	1.00
91	120	1.00
92	107	1.00
94	97	1.00
96	134	1.00
96	151	1.00
97	118	1.00
98	154	1.00
98	105	1.00
99	123	1.00
99	112	1.00
101	153	1.00
102	145	1.00
103	122	1.00
104	113	1.00
105	145	1.00
106	110	1.00
108	116	1.00
109	133	1.00
110	122	1.00
111	122	1.00
113	157	1.00
115	152	1.00
115	143	1.00
118	141	1.00
119	161	1.00
121	149	1.00
121	137	1.00
124	161	1.00
126	137	1.00
126	160	1.00
127	162	1.00
128	138	1.00
129	135	1.00
130	158	1.00
133	159	1.00
135	136	1.00
138	160	1.00
141	142	1.00
146	147	1.00
146	153	1.00
147	156	1.00
148	155	1.00
149	156	1.00
150	151	1.00
153	159	1.00
