232	348
1	45	1.00
1	10	1.00
1	172	1.00
2	59	1.00
2	32	1.00
2	3	1.00
3	54	1.00
3	65	1.00
4	143	1.00
4	63	1.00
4	52	1.00
5	76	1.00
5	64	1.00
5	226	1.00
6	216	1.00
6	7	1.00
6	228	1.00
7	230	1.00
7	214	1.00
8	87	1.00
8	67	1.00
8	73	1.00
9	12	1.00
9	204	1.00
9	170	1.00
10	130	1.00
10	117	1.00
11	162	1.00
11	39	1.00
11	129	1.00
12	113	1.00
12	60	1.00
13	205	1.00
13	157	1.00
13	113	1.00
14	141	1.00
14	217	1.00
14	140	1.00
15	155	1.00
15	80	1.00
15	187	1.00
16	35	1.00
16	128	1.00
16	114	1.00
17	83	1.00
17	121	1.00
17	75	1.00
18	30	1.00
18	196	1.00
18	223	1.00
19	158	1.00
19	27	1.00
19	111	1.00
20	225	1.00
20	227	1.00
20	115	1.00
21	127	1.00
21	23	1.00
21	164	1.00
22	160	1.00
22	180	1.00
22	191	1.00
23	184	1.00
23	104	1.00
24	179	1.00
24	26	1.00
24	161	1.00
25	48	1.00
25	135	1.00
25	142	1.00
26	204	1.00
26	181	1.00
27	69	1.00
27	85	1.00
28	138	1.00
28	151	1.00
28	205	1.00
29	214	1.00
29	212	1.00
29	58	1.00
30	103	1.00
30	166	1.00
31	98	1.00
31	50	1.00
31	67	1.00
32	221	1.00
32	81	1.00
33	177	1.00
33	221	1.00
33	186	1.00
34	154	1.00
34	197	1.00
34	68	1.00
35	91	1.00
35	130	1.00
36	63	1.00
36	173	1.00
36	162	1.00
37	225	1.00
37	57	1.00
37	185	1.00
38	48	1.00
38	219	1.00
38	198	1.00
39	82	1.00
39	185	1.00
40	203	1.00
40	88	1.00
40	149	1.00
41	209	1.00
41	134	1.00
41	136	1.00
42	157	1.00
42	190	1.00
42	163	1.00
43	154	1.00
43	217	1.00
43	162	1.00
44	63	1.00
44	80	1.00
44	74	1.00
45	88	1.00
45	206	1.00
46	100	1.00
46	142	1.00
46	219	1.00
47	55	1.00
47	216	1.00
47	126	1.00
48	141	1.00
49	58	1.00
49	61	1.00
49	106	1.00
50	146	1.00
50	148	1.00
51	137	1.00
51	155	1.00
51	122	1.00
52	84	1.00
52	229	1.00
53	101	1.00
53	180	1.00
53	172	1.00
54	131	1.00
54	208	1.00
55	112	1.00
55	97	1.00
56	90	1.00
56	227	1.00
56	59	1.00
57	102	1.00
57	138	1.00
58	118	1.00
59	121	1.00
60	124	1.00
60	143	1.00
61	211	1.00
61	133	1.00
62	199	1.00
62	144	1.00
62	117	1.00
64	201	1.00
64	101	1.00
65	88	1.00
65	219	1.00
66	80	1.00
66	182	1.00
66	122	1.00
67	138	1.00
68	179	1.00
68	98	1.00
69	96	1.00
69	174	1.00
70	169	1.00
70	156	1.00
70	217	1.00
71	112	1.00
71	169	1.00
71	86	1.00
72	92	1.00
72	102	1.00
72	82	1.00
73	168	1.00
73	173	1.00
74	123	1.00
74	133	1.00
75	150	1.00
75	124	1.00
76	165	1.00
76	166	1.00
77	182	1.00
77	231	1.00
77	87	1.00
78	87	1.00
78	205	1.00
78	183	1.00
79	121	1.00
79	149	1.00
79	186	1.00
81	84	1.00
81	140	1.00
82	175	1.00
83	227	1.00
83	230	1.00
84	200	1.00
85	195	1.00
85	115	1.00
86	137	1.00
86	127	1.00
89	102	1.00
89	173	1.00
89	191	1.00
90	168	1.00
90	109	1.00
91	158	1.00
91	174	1.00
92	132	1.00
92	110	1.00
93	179	1.00
93	223	1.00
93	171	1.00
94	183	1.00
94	176	1.00
94	178	1.00
95	116	1.00
95	148	1.00
95	207	1.00
96	178	1.00
96	104	1.00
97	109	1.00
97	107	1.00
98	213	1.00
99	141	1.00
99	103	1.00
99	100	1.00
100	105	1.00
101	107	1.00
103	208	1.00
104	204	1.00
105	231	1.00
105	211	1.00
106	190	1.00
106	108	1.00
107	149	1.00
108	188	1.00
108	199	1.00
109	212	1.00
110	213	1.00
110	218	1.00
111	158	1.00
111	185	1.00
112	161	1.00
113	152	1.00
114	156	1.00
114	229	1.00
115	178	1.00
116	189	1.00
116	206	1.00
117	175	1.00
118	210	1.00
118	155	1.00
119	182	1.00
119	159	1.00
119	144	1.00
120	167	1.00
120	210	1.00
120	200	1.00
122	195	1.00
123	152	1.00
123	181	1.00
124	171	1.00
125	215	1.00
125	192	1.00
125	197	1.00
126	210	1.00
126	139	1.00
127	207	1.00
128	197	1.00
128	224	1.00
129	215	1.00
129	170	1.00
130	200	1.00
131	132	1.00
131	220	1.00
132	148	1.00
133	159	1.00
134	195	1.00
134	160	1.00
135	150	1.00
135	176	1.00
136	187	1.00
136	160	1.00
137	172	1.00
139	222	1.00
139	203	1.00
140	145	1.00
142	220	1.00
143	144	1.00
145	151	1.00
145	186	1.00
146	170	1.00
146	166	1.00
147	228	1.00
147	224	1.00
147	189	1.00
150	164	1.00
151	152	1.00
153	188	1.00
153	211	1.00
153	194	1.00
154	196	1.00
156	157	1.00
159	208	1.00
161	218	1.00
163	199	1.00
163	196	1.00
164	202	1.00
165	215	1.00
165	184	1.00
167	214	1.00
167	177	1.00
168	216	1.00
169	202	1.00
171	191	1.00
174	230	1.00
175	209	1.00
176	232	1.00
177	228	1.00
180	231	1.00
181	223	1.00
183	220	1.00
184	190	1.00
187	229	1.00
188	203	1.00
189	198	1.00
192	232	1.00
192	207	1.00
193	218	1.00
193	209	1.00
193	194	1.00
194	232	1.00
198	221	1.00
201	226	1.00
201	225	1.00
202	222	1.00
206	224	1.00
212	222	1.00
213	226	1.00
