41	820
1	8	-1.00
1	37	1.00
1	23	-1.00
1	35	1.00
1	29	-1.00
1	39	1.00
1	18	-1.00
1	11	1.00
1	16	1.00
1	33	-1.00
1	7	-1.00
1	12	1.00
1	31	1.00
1	36	-1.00
1	10	1.00
1	32	-1.00
1	38	-1.00
1	40	-1.00
1	30	1.00
1	41	-1.00
1	2	-1.00
1	28	1.00
1	26	-1.00
1	9	-1.00
1	4	-1.00
1	19	-1.00
1	17	-1.00
1	5	1.00
1	22	1.00
1	27	1.00
1	15	1.00
1	25	-1.00
1	3	-1.00
1	14	-1.00
1	13	1.00
1	24	-1.00
1	6	1.00
1	21	-1.00
1	20	1.00
1	34	1.00
2	27	1.00
2	17	1.00
2	39	1.00
2	30	1.00
2	18	1.00
2	22	1.00
2	32	-1.00
2	16	1.00
2	23	-1.00
2	35	-1.00
2	24	-1.00
2	4	-1.00
2	3	-1.00
2	26	-1.00
2	28	-1.00
2	11	1.00
2	14	1.00
2	41	-1.00
2	15	1.00
2	5	1.00
2	40	1.00
2	38	-1.00
2	10	-1.00
2	9	-1.00
2	31	1.00
2	8	-1.00
2	13	1.00
2	7	1.00
2	19	1.00
2	25	-1.00
2	12	-1.00
2	37	-1.00
2	20	-1.00
2	6	1.00
2	33	1.00
2	21	-1.00
2	29	-1.00
2	36	1.00
2	34	-1.00
3	40	1.00
3	31	1.00
3	24	-1.00
3	39	-1.00
3	19	-1.00
3	36	-1.00
3	17	1.00
3	10	1.00
3	35	1.00
3	13	1.00
3	16	-1.00
3	12	-1.00
3	23	-1.00
3	11	1.00
3	41	1.00
3	29	-1.00
3	5	-1.00
3	27	1.00
3	9	-1.00
3	30	1.00
3	4	-1.00
3	38	1.00
3	26	1.00
3	15	-1.00
3	20	-1.00
3	7	-1.00
3	22	1.00
3	6	1.00
3	25	1.00
3	8	1.00
3	37	-1.00
3	18	1.00
3	34	-1.00
3	21	-1.00
3	32	1.00
3	33	1.00
3	14	1.00
3	28	-1.00
4	33	1.00
4	35	1.00
4	12	1.00
4	32	1.00
4	24	1.00
4	6	-1.00
4	39	1.00
4	11	1.00
4	23	-1.00
4	5	-1.00
4	22	-1.00
4	37	-1.00
4	14	1.00
4	10	-1.00
4	31	1.00
4	9	1.00
4	16	1.00
4	41	-1.00
4	15	-1.00
4	36	-1.00
4	29	-1.00
4	8	1.00
4	13	1.00
4	7	-1.00
4	17	1.00
4	25	-1.00
4	40	-1.00
4	26	1.00
4	38	1.00
4	18	-1.00
4	34	1.00
4	21	1.00
4	19	1.00
4	30	-1.00
4	20	-1.00
4	28	1.00
4	27	-1.00
5	12	-1.00
5	37	1.00
5	10	-1.00
5	8	-1.00
5	23	1.00
5	19	1.00
5	9	-1.00
5	13	-1.00
5	41	-1.00
5	11	1.00
