100	2475
1	3	1
2	3	1
1	5	1
4	5	1
3	6	1
1	7	1
4	7	1
5	7	1
6	7	1
1	8	1
3	8	1
5	8	1
7	8	1
1	9	1
3	9	1
4	9	1
6	9	1
7	9	1
1	10	1
5	10	1
6	10	1
8	10	1
6	11	1
9	11	1
10	11	1
1	12	1
5	12	1
7	12	1
9	12	1
11	12	1
1	13	1
5	13	1
7	13	1
9	13	1
11	13	1
1	14	1
2	14	1
3	14	1
5	14	1
6	14	1
7	14	1
8	14	1
10	14	1
11	14	1
13	14	1
1	15	1
2	15	1
3	15	1
4	15	1
8	15	1
13	15	1
1	16	1
2	16	1
3	16	1
4	16	1
5	16	1
6	16	1
9	16	1
13	16	1
15	16	1
1	17	1
2	17	1
3	17	1
4	17	1
8	17	1
9	17	1
10	17	1
13	17	1
14	17	1
15	17	1
16	17	1
2	18	1
3	18	1
5	18	1
7	18	1
8	18	1
12	18	1
14	18	1
15	18	1
3	19	1
8	19	1
10	19	1
12	19	1
15	19	1
2	20	1
3	20	1
6	20	1
8	20	1
19	20	1
2	21	1
5	21	1
8	21	1
9	21	1
10	21	1
11	21	1
12	21	1
16	21	1
18	21	1
19	21	1
2	22	1
3	22	1
4	22	1
6	22	1
7	22	1
8	22	1
9	22	1
11	22	1
12	22	1
15	22	1
16	22	1
17	22	1
21	22	1
1	23	1
3	23	1
5	23	1
7	23	1
8	23	1
9	23	1
12	23	1
13	23	1
15	23	1
16	23	1
19	23	1
20	23	1
3	24	1
4	24	1
5	24	1
6	24	1
8	24	1
9	24	1
14	24	1
15	24	1
18	24	1
19	24	1
20	24	1
21	24	1
3	25	1
9	25	1
10	25	1
11	25	1
12	25	1
14	25	1
17	25	1
19	25	1
22	25	1
24	25	1
2	26	1
3	26	1
6	26	1
12	26	1
17	26	1
18	26	1
19	26	1
20	26	1
21	26	1
22	26	1
23	26	1
24	26	1
2	27	1
3	27	1
4	27	1
5	27	1
6	27	1
7	27	1
12	27	1
15	27	1
16	27	1
17	27	1
18	27	1
19	27	1
21	27	1
24	27	1
4	28	1
5	28	1
7	28	1
10	28	1
11	28	1
12	28	1
13	28	1
14	28	1
15	28	1
16	28	1
18	28	1
19	28	1
25	28	1
26	28	1
3	29	1
5	29	1
11	29	1
12	29	1
16	29	1
19	29	1
20	29	1
21	29	1
25	29	1
27	29	1
1	30	1
3	30	1
5	30	1
7	30	1
11	30	1
14	30	1
17	30	1
19	30	1
20	30	1
22	30	1
25	30	1
27	30	1
28	30	1
1	31	1
4	31	1
5	31	1
6	31	1
7	31	1
11	31	1
14	31	1
15	31	1
20	31	1
28	31	1
29	31	1
30	31	1
2	32	1
5	32	1
11	32	1
12	32	1
13	32	1
14	32	1
18	32	1
19	32	1
21	32	1
22	32	1
23	32	1
25	32	1
28	32	1
31	32	1
2	33	1
3	33	1
4	33	1
6	33	1
7	33	1
13	33	1
14	33	1
15	33	1
16	33	1
17	33	1
18	33	1
19	33	1
21	33	1
24	33	1
26	33	1
28	33	1
29	33	1
31	33	1
4	34	1
5	34	1
6	34	1
8	34	1
9	34	1
11	34	1
13	34	1
14	34	1
15	34	1
17	34	1
18	34	1
21	34	1
23	34	1
24	34	1
25	34	1
32	34	1
33	34	1
3	35	1
4	35	1
5	35	1
6	35	1
7	35	1
8	35	1
9	35	1
10	35	1
13	35	1
14	35	1
15	35	1
16	35	1
17	35	1
19	35	1
23	35	1
24	35	1
26	35	1
27	35	1
29	35	1
31	35	1
33	35	1
1	36	1
3	36	1
4	36	1
7	36	1
8	36	1
10	36	1
18	36	1
21	36	1
22	36	1
23	36	1
24	36	1
27	36	1
29	36	1
31	36	1
33	36	1
34	36	1
2	37	1
5	37	1
6	37	1
7	37	1
10	37	1
12	37	1
15	37	1
17	37	1
18	37	1
21	37	1
24	37	1
26	37	1
30	37	1
32	37	1
34	37	1
2	38	1
3	38	1
4	38	1
6	38	1
7	38	1
9	38	1
11	38	1
16	38	1
18	38	1
25	38	1
27	38	1
29	38	1
30	38	1
31	38	1
32	38	1
33	38	1
35	38	1
36	38	1
37	38	1
5	39	1
6	39	1
8	39	1
10	39	1
15	39	1
17	39	1
18	39	1
20	39	1
21	39	1
22	39	1
24	39	1
25	39	1
26	39	1
29	39	1
30	39	1
31	39	1
32	39	1
34	39	1
35	39	1
36	39	1
37	39	1
6	40	1
8	40	1
9	40	1
10	40	1
12	40	1
14	40	1
15	40	1
21	40	1
22	40	1
24	40	1
28	40	1
30	40	1
33	40	1
1	41	1
2	41	1
3	41	1
6	41	1
9	41	1
10	41	1
12	41	1
13	41	1
23	41	1
25	41	1
26	41	1
28	41	1
30	41	1
31	41	1
32	41	1
34	41	1
35	41	1
5	42	1
8	42	1
11	42	1
14	42	1
15	42	1
16	42	1
17	42	1
23	42	1
24	42	1
27	42	1
29	42	1
30	42	1
32	42	1
33	42	1
34	42	1
35	42	1
38	42	1
40	42	1
41	42	1
7	43	1
8	43	1
9	43	1
12	43	1
16	43	1
19	43	1
21	43	1
22	43	1
27	43	1
28	43	1
29	43	1
30	43	1
31	43	1
32	43	1
33	43	1
34	43	1
36	43	1
37	43	1
38	43	1
40	43	1
42	43	1
4	44	1
10	44	1
11	44	1
14	44	1
20	44	1
21	44	1
22	44	1
26	44	1
27	44	1
28	44	1
29	44	1
30	44	1
33	44	1
34	44	1
36	44	1
37	44	1
39	44	1
41	44	1
43	44	1
2	45	1
3	45	1
6	45	1
7	45	1
12	45	1
15	45	1
19	45	1
21	45	1
22	45	1
27	45	1
28	45	1
31	45	1
36	45	1
38	45	1
39	45	1
42	45	1
1	46	1
2	46	1
4	46	1
7	46	1
9	46	1
12	46	1
13	46	1
16	46	1
18	46	1
19	46	1
25	46	1
26	46	1
28	46	1
29	46	1
31	46	1
32	46	1
33	46	1
35	46	1
36	46	1
38	46	1
41	46	1
42	46	1
43	46	1
44	46	1
1	47	1
3	47	1
6	47	1
7	47	1
8	47	1
17	47	1
19	47	1
20	47	1
22	47	1
24	47	1
25	47	1
27	47	1
33	47	1
34	47	1
37	47	1
43	47	1
1	48	1
3	48	1
4	48	1
7	48	1
8	48	1
14	48	1
15	48	1
16	48	1
17	48	1
18	48	1
19	48	1
21	48	1
23	48	1
24	48	1
26	48	1
33	48	1
37	48	1
38	48	1
40	48	1
41	48	1
42	48	1
45	48	1
47	48	1
3	49	1
8	49	1
9	49	1
10	49	1
11	49	1
12	49	1
13	49	1
14	49	1
18	49	1
20	49	1
22	49	1
24	49	1
26	49	1
27	49	1
33	49	1
34	49	1
35	49	1
36	49	1
37	49	1
38	49	1
40	49	1
42	49	1
43	49	1
46	49	1
1	50	1
2	50	1
3	50	1
4	50	1
6	50	1
10	50	1
11	50	1
12	50	1
13	50	1
15	50	1
16	50	1
18	50	1
19	50	1
24	50	1
26	50	1
27	50	1
30	50	1
32	50	1
35	50	1
36	50	1
37	50	1
39	50	1
40	50	1
41	50	1
42	50	1
44	50	1
45	50	1
46	50	1
48	50	1
49	50	1
1	51	1
2	51	1
3	51	1
6	51	1
14	51	1
15	51	1
17	51	1
18	51	1
28	51	1
29	51	1
30	51	1
32	51	1
34	51	1
38	51	1
39	51	1
40	51	1
41	51	1
43	51	1
47	51	1
49	51	1
1	52	1
