100	2475
1	2	1
2	3	1
1	4	1
2	4	1
1	5	1
4	5	1
1	6	1
2	6	1
5	6	1
1	7	1
2	7	1
5	7	1
6	7	1
1	8	1
2	8	1
3	8	1
5	8	1
7	8	1
3	9	1
4	9	1
7	9	1
1	10	1
3	10	1
5	10	1
3	11	1
5	11	1
8	11	1
9	11	1
1	12	1
2	12	1
5	12	1
9	12	1
11	12	1
1	13	1
3	13	1
5	13	1
7	13	1
9	13	1
10	13	1
11	13	1
2	14	1
3	14	1
6	14	1
7	14	1
8	14	1
9	14	1
10	14	1
11	14	1
12	14	1
13	14	1
4	15	1
5	15	1
10	15	1
12	15	1
13	15	1
14	15	1
1	16	1
2	16	1
3	16	1
4	16	1
5	16	1
7	16	1
9	16	1
10	16	1
11	16	1
15	16	1
1	17	1
6	17	1
8	17	1
9	17	1
11	17	1
12	17	1
15	17	1
2	18	1
4	18	1
6	18	1
8	18	1
9	18	1
14	18	1
15	18	1
1	19	1
5	19	1
7	19	1
8	19	1
10	19	1
12	19	1
13	19	1
15	19	1
16	19	1
18	19	1
1	20	1
2	20	1
4	20	1
7	20	1
10	20	1
12	20	1
13	20	1
15	20	1
18	20	1
19	20	1
1	21	1
3	21	1
4	21	1
6	21	1
8	21	1
9	21	1
10	21	1
11	21	1
13	21	1
16	21	1
18	21	1
1	22	1
2	22	1
3	22	1
5	22	1
6	22	1
8	22	1
9	22	1
10	22	1
11	22	1
13	22	1
17	22	1
18	22	1
19	22	1
20	22	1
21	22	1
4	23	1
5	23	1
6	23	1
7	23	1
8	23	1
9	23	1
10	23	1
12	23	1
15	23	1
17	23	1
18	23	1
19	23	1
21	23	1
1	24	1
3	24	1
4	24	1
8	24	1
14	24	1
16	24	1
17	24	1
19	24	1
20	24	1
21	24	1
22	24	1
23	24	1
1	25	1
2	25	1
5	25	1
6	25	1
9	25	1
10	25	1
11	25	1
15	25	1
18	25	1
19	25	1
20	25	1
21	25	1
22	25	1
1	26	1
4	26	1
5	26	1
6	26	1
7	26	1
12	26	1
13	26	1
16	26	1
17	26	1
20	26	1
21	26	1
22	26	1
23	26	1
24	26	1
25	26	1
1	27	1
2	27	1
4	27	1
5	27	1
10	27	1
13	27	1
14	27	1
16	27	1
20	27	1
21	27	1
22	27	1
23	27	1
24	27	1
26	27	1
5	28	1
6	28	1
8	28	1
9	28	1
12	28	1
14	28	1
16	28	1
17	28	1
19	28	1
20	28	1
21	28	1
23	28	1
24	28	1
25	28	1
1	29	1
3	29	1
5	29	1
7	29	1
9	29	1
10	29	1
11	29	1
16	29	1
22	29	1
27	29	1
8	30	1
11	30	1
13	30	1
15	30	1
16	30	1
17	30	1
20	30	1
21	30	1
22	30	1
24	30	1
1	31	1
3	31	1
4	31	1
6	31	1
7	31	1
8	31	1
12	31	1
13	31	1
14	31	1
16	31	1
18	31	1
20	31	1
22	31	1
23	31	1
25	31	1
27	31	1
29	31	1
30	31	1
6	32	1
7	32	1
8	32	1
9	32	1
12	32	1
13	32	1
15	32	1
16	32	1
18	32	1
19	32	1
20	32	1
22	32	1
24	32	1
25	32	1
27	32	1
31	32	1
3	33	1
4	33	1
6	33	1
7	33	1
9	33	1
11	33	1
13	33	1
14	33	1
15	33	1
18	33	1
19	33	1
21	33	1
24	33	1
26	33	1
28	33	1
31	33	1
32	33	1
2	34	1
4	34	1
5	34	1
6	34	1
8	34	1
9	34	1
12	34	1
15	34	1
18	34	1
19	34	1
22	34	1
23	34	1
28	34	1
31	34	1
32	34	1
2	35	1
3	35	1
4	35	1
5	35	1
6	35	1
7	35	1
9	35	1
10	35	1
14	35	1
15	35	1
18	35	1
20	35	1
21	35	1
22	35	1
23	35	1
26	35	1
27	35	1
29	35	1
30	35	1
31	35	1
32	35	1
4	36	1
5	36	1
6	36	1
7	36	1
10	36	1
13	36	1
17	36	1
18	36	1
21	36	1
22	36	1
23	36	1
25	36	1
28	36	1
32	36	1
35	36	1
1	37	1
2	37	1
3	37	1
4	37	1
7	37	1
12	37	1
13	37	1
15	37	1
16	37	1
17	37	1
18	37	1
25	37	1
27	37	1
28	37	1
30	37	1
31	37	1
33	37	1
34	37	1
35	37	1
36	37	1
2	38	1
3	38	1
4	38	1
6	38	1
10	38	1
13	38	1
14	38	1
15	38	1
16	38	1
17	38	1
22	38	1
23	38	1
24	38	1
27	38	1
28	38	1
31	38	1
32	38	1
33	38	1
34	38	1
1	39	1
4	39	1
6	39	1
7	39	1
9	39	1
11	39	1
12	39	1
14	39	1
16	39	1
21	39	1
24	39	1
26	39	1
30	39	1
31	39	1
32	39	1
34	39	1
35	39	1
36	39	1
38	39	1
1	40	1
3	40	1
4	40	1
5	40	1
7	40	1
8	40	1
10	40	1
12	40	1
13	40	1
18	40	1
23	40	1
24	40	1
27	40	1
29	40	1
30	40	1
33	40	1
36	40	1
37	40	1
39	40	1
4	41	1
5	41	1
7	41	1
8	41	1
9	41	1
17	41	1
22	41	1
23	41	1
24	41	1
26	41	1
27	41	1
28	41	1
29	41	1
30	41	1
32	41	1
33	41	1
36	41	1
37	41	1
38	41	1
40	41	1
1	42	1
7	42	1
8	42	1
12	42	1
14	42	1
16	42	1
21	42	1
22	42	1
23	42	1
24	42	1
28	42	1
30	42	1
31	42	1
33	42	1
37	42	1
3	43	1
5	43	1
8	43	1
14	43	1
15	43	1
20	43	1
21	43	1
24	43	1
26	43	1
28	43	1
30	43	1
33	43	1
34	43	1
37	43	1
38	43	1
39	43	1
42	43	1
1	44	1
2	44	1
3	44	1
4	44	1
5	44	1
12	44	1
13	44	1
17	44	1
24	44	1
25	44	1
29	44	1
30	44	1
31	44	1
33	44	1
35	44	1
36	44	1
38	44	1
39	44	1
41	44	1
42	44	1
43	44	1
1	45	1
2	45	1
4	45	1
9	45	1
10	45	1
14	45	1
15	45	1
20	45	1
21	45	1
22	45	1
23	45	1
25	45	1
26	45	1
29	45	1
31	45	1
32	45	1
38	45	1
39	45	1
41	45	1
44	45	1
1	46	1
3	46	1
4	46	1
6	46	1
7	46	1
10	46	1
12	46	1
13	46	1
14	46	1
17	46	1
21	46	1
22	46	1
23	46	1
24	46	1
25	46	1
29	46	1
31	46	1
33	46	1
35	46	1
36	46	1
37	46	1
38	46	1
43	46	1
44	46	1
45	46	1
4	47	1
5	47	1
14	47	1
15	47	1
20	47	1
21	47	1
22	47	1
23	47	1
24	47	1
26	47	1
28	47	1
29	47	1
31	47	1
33	47	1
39	47	1
40	47	1
42	47	1
44	47	1
46	47	1
3	48	1
4	48	1
6	48	1
7	48	1
9	48	1
10	48	1
11	48	1
12	48	1
13	48	1
15	48	1
16	48	1
18	48	1
20	48	1
21	48	1
26	48	1
27	48	1
29	48	1
31	48	1
32	48	1
33	48	1
34	48	1
35	48	1
36	48	1
37	48	1
38	48	1
40	48	1
41	48	1
1	49	1
3	49	1
4	49	1
6	49	1
9	49	1
11	49	1
12	49	1
13	49	1
14	49	1
16	49	1
17	49	1
20	49	1
23	49	1
24	49	1
25	49	1
27	49	1
28	49	1
31	49	1
32	49	1
34	49	1
35	49	1
36	49	1
37	49	1
38	49	1
39	49	1
44	49	1
45	49	1
47	49	1
2	50	1
4	50	1
10	50	1
11	50	1
17	50	1
18	50	1
19	50	1
20	50	1
22	50	1
26	50	1
27	50	1
29	50	1
31	50	1
32	50	1
34	50	1
35	50	1
38	50	1
39	50	1
41	50	1
43	50	1
44	50	1
45	50	1
48	50	1
4	51	1
5	51	1
8	51	1
10	51	1
11	51	1
12	51	1
14	51	1
19	51	1
20	51	1
22	51	1
23	51	1
25	51	1
29	51	1
31	51	1
32	51	1
33	51	1
35	51	1
37	51	1
38	51	1
42	51	1
43	51	1
45	51	1
47	51	1
2	52	1
3	52	1
4	52	1
5	52	1
8	52	1
10	52	1
11	52	1
13	52	1
14	52	1
15	52	1
17	52	1
19	52	1
23	52	1
26	52	1
31	52	1
32	52	1
33	52	1
35	52	1
36	52	1
38	52	1
39	52	1
40	52	1
41	52	1
42	52	1
43	52	1
44	52	1
46	52	1
49	52	1
1	53	1
2	53	1
10	53	1
11	53	1
12	53	1
14	53	1
15	53	1
17	53	1
20	53	1
22	53	1
24	53	1
25	53	1
26	53	1
30	53	1
33	53	1
35	53	1
37	53	1
38	53	1
39	53	1
42	53	1
43	53	1
44	53	1
45	53	1
50	53	1
51	53	1
52	53	1
5	54	1
7	54	1
11	54	1
14	54	1
15	54	1
18	54	1
23	54	1
24	54	1
25	54	1
28	54	1
30	54	1
32	54	1
34	54	1
37	54	1
38	54	1
39	54	1
41	54	1
43	54	1
46	54	1
49	54	1
50	54	1
51	54	1
53	54	1
1	55	1
2	55	1
3	55	1
4	55	1
5	55	1
7	55	1
9	55	1
10	55	1
13	55	1
15	55	1
17	55	1
19	55	1
22	55	1
23	55	1
24	55	1
25	55	1
27	55	1
28	55	1
29	55	1
30	55	1
32	55	1
34	55	1
35	55	1
36	55	1
37	55	1
39	55	1
43	55	1
46	55	1
48	55	1
49	55	1
50	55	1
54	55	1
3	56	1
5	56	1
7	56	1
10	56	1
11	56	1
12	56	1
13	56	1
14	56	1
18	56	1
20	56	1
21	56	1
22	56	1
24	56	1
25	56	1
27	56	1
28	56	1
29	56	1
30	56	1
31	56	1
33	56	1
35	56	1
37	56	1
38	56	1
39	56	1
40	56	1
41	56	1
42	56	1
44	56	1
48	56	1
49	56	1
50	56	1
53	56	1
1	57	1
4	57	1
6	57	1
7	57	1
9	57	1
10	57	1
13	57	1
15	57	1
16	57	1
21	57	1
22	57	1
24	57	1
25	57	1
26	57	1
27	57	1
28	57	1
29	57	1
34	57	1
41	57	1
46	57	1
47	57	1
48	57	1
52	57	1
54	57	1
56	57	1
1	58	1
8	58	1
11	58	1
12	58	1
13	58	1
14	58	1
15	58	1
16	58	1
17	58	1
18	58	1
19	58	1
21	58	1
22	58	1
26	58	1
28	58	1
35	58	1
39	58	1
41	58	1
43	58	1
45	58	1
46	58	1
47	58	1
48	58	1
49	58	1
50	58	1
54	58	1
56	58	1
4	59	1
5	59	1
7	59	1
10	59	1
12	59	1
13	59	1
14	59	1
16	59	1
17	59	1
23	59	1
24	59	1
26	59	1
27	59	1
28	59	1
30	59	1
31	59	1
32	59	1
34	59	1
36	59	1
37	59	1
41	59	1
47	59	1
48	59	1
49	59	1
52	59	1
53	59	1
54	59	1
1	60	1
5	60	1
8	60	1
9	60	1
10	60	1
12	60	1
16	60	1
19	60	1
20	60	1
21	60	1
22	60	1
23	60	1
27	60	1
28	60	1
29	60	1
31	60	1
33	60	1
37	60	1
39	60	1
41	60	1
