100	2475
1	2	1
2	3	1
2	4	1
2	5	1
1	6	1
3	6	1
5	6	1
1	7	1
2	7	1
6	7	1
1	8	1
3	8	1
4	8	1
5	8	1
7	8	1
1	10	1
5	10	1
8	10	1
1	11	1
2	11	1
4	11	1
5	11	1
6	11	1
10	11	1
1	12	1
2	12	1
3	12	1
4	12	1
5	12	1
6	12	1
7	12	1
9	12	1
10	12	1
3	13	1
11	13	1
12	13	1
5	14	1
8	14	1
12	14	1
13	14	1
3	15	1
6	15	1
11	15	1
12	15	1
13	15	1
14	15	1
3	16	1
4	16	1
6	16	1
7	16	1
8	16	1
10	16	1
13	16	1
14	16	1
15	16	1
2	17	1
3	17	1
4	17	1
9	17	1
16	17	1
2	18	1
3	18	1
4	18	1
7	18	1
9	18	1
10	18	1
11	18	1
14	18	1
16	18	1
17	18	1
3	19	1
4	19	1
8	19	1
10	19	1
11	19	1
12	19	1
13	19	1
15	19	1
16	19	1
18	19	1
2	20	1
3	20	1
4	20	1
5	20	1
6	20	1
9	20	1
15	20	1
17	20	1
18	20	1
1	21	1
4	21	1
9	21	1
11	21	1
12	21	1
14	21	1
15	21	1
16	21	1
17	21	1
19	21	1
20	21	1
1	22	1
6	22	1
7	22	1
11	22	1
13	22	1
14	22	1
17	22	1
20	22	1
2	23	1
3	23	1
7	23	1
8	23	1
9	23	1
10	23	1
14	23	1
18	23	1
19	23	1
21	23	1
1	24	1
3	24	1
5	24	1
6	24	1
7	24	1
8	24	1
10	24	1
11	24	1
12	24	1
13	24	1
14	24	1
15	24	1
18	24	1
19	24	1
1	25	1
3	25	1
4	25	1
7	25	1
8	25	1
9	25	1
10	25	1
12	25	1
16	25	1
17	25	1
18	25	1
19	25	1
20	25	1
21	25	1
22	25	1
24	25	1
3	26	1
6	26	1
7	26	1
9	26	1
12	26	1
13	26	1
14	26	1
16	26	1
17	26	1
18	26	1
20	26	1
22	26	1
23	26	1
24	26	1
1	27	1
2	27	1
5	27	1
7	27	1
8	27	1
13	27	1
16	27	1
18	27	1
20	27	1
22	27	1
23	27	1
24	27	1
25	27	1
2	28	1
3	28	1
4	28	1
5	28	1
8	28	1
10	28	1
12	28	1
13	28	1
14	28	1
15	28	1
16	28	1
17	28	1
20	28	1
21	28	1
26	28	1
27	28	1
3	29	1
4	29	1
6	29	1
8	29	1
9	29	1
11	29	1
16	29	1
18	29	1
22	29	1
23	29	1
24	29	1
26	29	1
27	29	1
1	30	1
3	30	1
4	30	1
7	30	1
8	30	1
12	30	1
13	30	1
18	30	1
19	30	1
20	30	1
26	30	1
27	30	1
1	31	1
2	31	1
3	31	1
4	31	1
6	31	1
10	31	1
11	31	1
17	31	1
18	31	1
19	31	1
22	31	1
27	31	1
30	31	1
1	32	1
2	32	1
3	32	1
4	32	1
6	32	1
8	32	1
9	32	1
11	32	1
15	32	1
16	32	1
23	32	1
24	32	1
27	32	1
28	32	1
30	32	1
4	33	1
5	33	1
6	33	1
9	33	1
10	33	1
14	33	1
17	33	1
18	33	1
19	33	1
20	33	1
21	33	1
22	33	1
25	33	1
26	33	1
28	33	1
29	33	1
30	33	1
31	33	1
1	34	1
3	34	1
9	34	1
10	34	1
12	34	1
13	34	1
15	34	1
16	34	1
19	34	1
20	34	1
24	34	1
25	34	1
27	34	1
31	34	1
32	34	1
33	34	1
2	35	1
3	35	1
4	35	1
5	35	1
8	35	1
9	35	1
11	35	1
13	35	1
17	35	1
19	35	1
20	35	1
22	35	1
24	35	1
25	35	1
28	35	1
32	35	1
33	35	1
4	36	1
7	36	1
8	36	1
10	36	1
12	36	1
13	36	1
15	36	1
17	36	1
19	36	1
25	36	1
26	36	1
30	36	1
34	36	1
35	36	1
1	37	1
2	37	1
7	37	1
8	37	1
9	37	1
12	37	1
14	37	1
18	37	1
19	37	1
20	37	1
21	37	1
22	37	1
24	37	1
25	37	1
29	37	1
30	37	1
34	37	1
1	38	1
5	38	1
7	38	1
10	38	1
11	38	1
14	38	1
15	38	1
18	38	1
19	38	1
20	38	1
21	38	1
22	38	1
25	38	1
28	38	1
30	38	1
32	38	1
33	38	1
37	38	1
2	39	1
3	39	1
7	39	1
8	39	1
11	39	1
13	39	1
14	39	1
16	39	1
17	39	1
19	39	1
20	39	1
21	39	1
22	39	1
24	39	1
25	39	1
26	39	1
28	39	1
29	39	1
32	39	1
33	39	1
35	39	1
38	39	1
1	40	1
2	40	1
3	40	1
6	40	1
9	40	1
11	40	1
12	40	1
14	40	1
15	40	1
17	40	1
18	40	1
19	40	1
20	40	1
21	40	1
22	40	1
25	40	1
29	40	1
30	40	1
33	40	1
34	40	1
36	40	1
37	40	1
38	40	1
3	41	1
4	41	1
6	41	1
10	41	1
12	41	1
13	41	1
15	41	1
16	41	1
17	41	1
19	41	1
20	41	1
24	41	1
25	41	1
28	41	1
29	41	1
32	41	1
33	41	1
37	41	1
38	41	1
1	42	1
2	42	1
3	42	1
7	42	1
8	42	1
12	42	1
15	42	1
16	42	1
19	42	1
21	42	1
25	42	1
32	42	1
34	42	1
35	42	1
39	42	1
41	42	1
7	43	1
8	43	1
9	43	1
10	43	1
11	43	1
13	43	1
14	43	1
15	43	1
16	43	1
17	43	1
18	43	1
19	43	1
20	43	1
21	43	1
22	43	1
24	43	1
25	43	1
27	43	1
28	43	1
29	43	1
35	43	1
39	43	1
40	43	1
41	43	1
1	44	1
2	44	1
3	44	1
4	44	1
6	44	1
8	44	1
9	44	1
10	44	1
11	44	1
16	44	1
18	44	1
20	44	1
21	44	1
22	44	1
25	44	1
26	44	1
27	44	1
31	44	1
32	44	1
33	44	1
37	44	1
39	44	1
40	44	1
43	44	1
1	45	1
2	45	1
3	45	1
5	45	1
7	45	1
8	45	1
10	45	1
12	45	1
13	45	1
17	45	1
18	45	1
20	45	1
21	45	1
26	45	1
28	45	1
30	45	1
33	45	1
34	45	1
39	45	1
41	45	1
42	45	1
44	45	1
1	46	1
2	46	1
3	46	1
6	46	1
9	46	1
10	46	1
11	46	1
16	46	1
18	46	1
19	46	1
22	46	1
24	46	1
25	46	1
26	46	1
27	46	1
28	46	1
33	46	1
34	46	1
37	46	1
39	46	1
40	46	1
41	46	1
42	46	1
44	46	1
5	47	1
9	47	1
10	47	1
12	47	1
13	47	1
15	47	1
19	47	1
21	47	1
27	47	1
32	47	1
33	47	1
42	47	1
44	47	1
45	47	1
46	47	1
1	48	1
3	48	1
5	48	1
9	48	1
11	48	1
13	48	1
16	48	1
17	48	1
18	48	1
20	48	1
22	48	1
25	48	1
28	48	1
29	48	1
30	48	1
31	48	1
32	48	1
33	48	1
34	48	1
35	48	1
39	48	1
40	48	1
42	48	1
43	48	1
44	48	1
46	48	1
47	48	1
3	49	1
5	49	1
7	49	1
10	49	1
11	49	1
12	49	1
14	49	1
15	49	1
16	49	1
18	49	1
22	49	1
24	49	1
27	49	1
28	49	1
29	49	1
31	49	1
33	49	1
34	49	1
39	49	1
40	49	1
44	49	1
48	49	1
2	50	1
4	50	1
5	50	1
7	50	1
8	50	1
10	50	1
11	50	1
16	50	1
17	50	1
21	50	1
24	50	1
25	50	1
27	50	1
28	50	1
29	50	1
31	50	1
32	50	1
35	50	1
41	50	1
42	50	1
43	50	1
46	50	1
47	50	1
49	50	1
1	51	1
2	51	1
3	51	1
4	51	1
6	51	1
7	51	1
10	51	1
11	51	1
12	51	1
15	51	1
18	51	1
19	51	1
21	51	1
23	51	1
24	51	1
25	51	1
26	51	1
27	51	1
28	51	1
30	51	1
32	51	1
33	51	1
39	51	1
40	51	1
43	51	1
44	51	1
46	51	1
47	51	1
49	51	1
1	52	1
2	52	1
5	52	1
6	52	1
11	52	1
13	52	1
14	52	1
16	52	1
20	52	1
25	52	1
27	52	1
28	52	1
31	52	1
35	52	1
37	52	1
38	52	1
44	52	1
45	52	1
50	52	1
1	53	1
2	53	1
4	53	1
5	53	1
6	53	1
7	53	1
8	53	1
9	53	1
10	53	1
11	53	1
12	53	1
14	53	1
16	53	1
18	53	1
19	53	1
20	53	1
21	53	1
22	53	1
24	53	1
26	53	1
28	53	1
29	53	1
30	53	1
32	53	1
33	53	1
34	53	1
35	53	1
36	53	1
37	53	1
40	53	1
42	53	1
45	53	1
46	53	1
47	53	1
51	53	1
1	54	1
3	54	1
4	54	1
5	54	1
9	54	1
13	54	1
16	54	1
18	54	1
19	54	1
25	54	1
26	54	1
27	54	1
28	54	1
29	54	1
31	54	1
32	54	1
36	54	1
40	54	1
42	54	1
43	54	1
44	54	1
45	54	1
46	54	1
47	54	1
48	54	1
49	54	1
50	54	1
52	54	1
1	55	1
2	55	1
3	55	1
4	55	1
6	55	1
7	55	1
8	55	1
9	55	1
13	55	1
14	55	1
15	55	1
16	55	1
17	55	1
18	55	1
19	55	1
20	55	1
21	55	1
22	55	1
23	55	1
26	55	1
27	55	1
29	55	1
31	55	1
33	55	1
35	55	1
36	55	1
37	55	1
38	55	1
39	55	1
40	55	1
41	55	1
43	55	1
45	55	1
46	55	1
47	55	1
48	55	1
49	55	1
50	55	1
52	55	1
53	55	1
3	56	1
7	56	1
8	56	1
9	56	1
10	56	1
12	56	1
13	56	1
18	56	1
19	56	1
20	56	1
21	56	1
24	56	1
25	56	1
27	56	1
29	56	1
30	56	1
32	56	1
33	56	1
34	56	1
35	56	1
37	56	1
38	56	1
40	56	1
42	56	1
43	56	1
44	56	1
45	56	1
46	56	1
54	56	1
1	57	1
2	57	1
5	57	1
6	57	1
7	57	1
9	57	1
12	57	1
15	57	1
16	57	1
17	57	1
20	57	1
21	57	1
24	57	1
25	57	1
26	57	1
28	57	1
29	57	1
33	57	1
34	57	1
36	57	1
37	57	1
38	57	1
40	57	1
42	57	1
43	57	1
44	57	1
46	57	1
47	57	1
48	57	1
49	57	1
51	57	1
52	57	1
53	57	1
54	57	1
3	58	1
4	58	1
8	58	1
16	58	1
18	58	1
19	58	1
20	58	1
21	58	1
22	58	1
23	58	1
26	58	1
30	58	1
38	58	1
41	58	1
42	58	1
45	58	1
48	58	1
49	58	1
50	58	1
52	58	1
53	58	1
57	58	1
4	59	1
6	59	1
7	59	1
12	59	1
14	59	1
15	59	1
16	59	1
19	59	1
20	59	1
21	59	1
23	59	1
24	59	1
25	59	1
27	59	1
30	59	1
31	59	1
33	59	1
35	59	1
36	59	1
39	59	1
43	59	1
46	59	1
47	59	1
48	59	1
49	59	1
52	59	1
53	59	1
54	59	1
56	59	1
58	59	1
1	60	1
3	60	1
5	60	1
6	60	1
7	60	1
10	60	1
12	60	1
14	60	1
15	60	1
19	60	1
22	60	1
23	60	1
