200	300
1	63	1.00
1	42	1.00
1	3	1.00
2	89	1.00
2	191	1.00
2	119	1.00
3	133	1.00
3	6	1.00
4	20	1.00
4	81	1.00
4	109	1.00
5	79	1.00
5	53	1.00
5	42	1.00
6	93	1.00
6	123	1.00
7	48	1.00
7	91	1.00
7	126	1.00
8	17	1.00
8	30	1.00
8	104	1.00
9	76	1.00
9	73	1.00
9	142	1.00
10	71	1.00
10	108	1.00
10	106	1.00
11	156	1.00
11	141	1.00
11	165	1.00
12	13	1.00
12	195	1.00
12	104	1.00
13	158	1.00
13	112	1.00
14	99	1.00
14	171	1.00
14	37	1.00
15	188	1.00
15	103	1.00
15	56	1.00
16	95	1.00
16	53	1.00
16	114	1.00
17	166	1.00
17	38	1.00
18	134	1.00
18	129	1.00
18	63	1.00
19	35	1.00
19	119	1.00
19	78	1.00
20	36	1.00
20	123	1.00
21	120	1.00
21	33	1.00
21	62	1.00
22	188	1.00
22	125	1.00
22	52	1.00
23	143	1.00
23	176	1.00
23	64	1.00
24	157	1.00
24	135	1.00
24	55	1.00
25	41	1.00
25	99	1.00
25	26	1.00
26	105	1.00
26	168	1.00
27	44	1.00
27	85	1.00
27	120	1.00
28	60	1.00
28	130	1.00
28	96	1.00
29	187	1.00
29	193	1.00
29	67	1.00
30	65	1.00
30	83	1.00
31	197	1.00
31	198	1.00
31	127	1.00
32	36	1.00
32	102	1.00
32	148	1.00
33	81	1.00
33	143	1.00
34	161	1.00
34	199	1.00
34	43	1.00
35	198	1.00
35	164	1.00
36	136	1.00
37	200	1.00
37	55	1.00
38	154	1.00
38	140	1.00
39	169	1.00
39	198	1.00
39	116	1.00
40	163	1.00
40	96	1.00
40	42	1.00
41	136	1.00
41	59	1.00
43	168	1.00
43	86	1.00
44	50	1.00
44	91	1.00
45	151	1.00
45	70	1.00
45	83	1.00
46	149	1.00
46	74	1.00
46	132	1.00
47	130	1.00
47	167	1.00
47	70	1.00
48	190	1.00
48	196	1.00
49	166	1.00
49	187	1.00
49	141	1.00
50	153	1.00
50	77	1.00
51	196	1.00
51	159	1.00
51	61	1.00
52	108	1.00
52	90	1.00
53	147	1.00
54	60	1.00
54	78	1.00
54	151	1.00
55	182	1.00
56	146	1.00
56	191	1.00
57	116	1.00
57	178	1.00
57	100	1.00
58	107	1.00
58	67	1.00
58	179	1.00
59	186	1.00
59	131	1.00
60	192	1.00
61	115	1.00
61	80	1.00
62	181	1.00
62	176	1.00
63	112	1.00
64	74	1.00
64	186	1.00
65	180	1.00
65	80	1.00
66	85	1.00
66	169	1.00
66	157	1.00
67	94	1.00
68	113	1.00
68	109	1.00
68	192	1.00
69	132	1.00
69	167	1.00
69	92	1.00
70	162	1.00
71	184	1.00
71	150	1.00
72	124	1.00
72	194	1.00
72	153	1.00
73	113	1.00
73	178	1.00
74	88	1.00
75	124	1.00
75	136	1.00
75	76	1.00
76	179	1.00
77	150	1.00
77	156	1.00
78	199	1.00
79	167	1.00
79	183	1.00
80	108	1.00
81	82	1.00
82	121	1.00
82	120	1.00
83	87	1.00
84	148	1.00
84	184	1.00
84	88	1.00
85	152	1.00
86	87	1.00
86	190	1.00
87	115	1.00
88	180	1.00
89	90	1.00
89	187	1.00
90	166	1.00
91	194	1.00
92	159	1.00
92	181	1.00
93	144	1.00
93	133	1.00
94	148	1.00
94	152	1.00
95	170	1.00
95	165	1.00
96	169	1.00
97	173	1.00
97	177	1.00
97	185	1.00
98	163	1.00
98	100	1.00
98	141	1.00
99	123	1.00
100	174	1.00
101	196	1.00
101	197	1.00
101	174	1.00
102	170	1.00
102	131	1.00
103	152	1.00
103	139	1.00
104	122	1.00
105	155	1.00
105	171	1.00
106	146	1.00
106	119	1.00
107	114	1.00
107	129	1.00
109	111	1.00
110	145	1.00
110	179	1.00
110	114	1.00
111	160	1.00
111	127	1.00
112	192	1.00
113	125	1.00
115	122	1.00
116	161	1.00
117	175	1.00
117	168	1.00
117	144	1.00
118	134	1.00
118	144	1.00
118	195	1.00
121	193	1.00
121	142	1.00
122	162	1.00
124	149	1.00
125	195	1.00
126	185	1.00
126	156	1.00
127	186	1.00
128	138	1.00
128	142	1.00
128	189	1.00
129	130	1.00
131	173	1.00
132	154	1.00
133	145	1.00
134	163	1.00
135	143	1.00
135	189	1.00
137	177	1.00
137	165	1.00
137	160	1.00
138	190	1.00
138	161	1.00
139	164	1.00
139	157	1.00
140	197	1.00
140	147	1.00
145	188	1.00
146	170	1.00
147	160	1.00
149	162	1.00
150	153	1.00
151	172	1.00
154	155	1.00
155	172	1.00
158	174	1.00
158	176	1.00
159	183	1.00
164	171	1.00
172	173	1.00
175	177	1.00
175	181	1.00
178	182	1.00
180	189	1.00
182	184	1.00
183	193	1.00
185	200	1.00
191	199	1.00
194	200	1.00
