40	60
1	10	1.00
1	33	1.00
1	8	1.00
2	15	1.00
2	38	1.00
2	16	1.00
3	31	1.00
3	16	1.00
3	30	1.00
4	37	1.00
4	40	1.00
4	6	1.00
5	33	1.00
5	9	1.00
5	24	1.00
6	8	1.00
6	25	1.00
7	39	1.00
7	23	1.00
7	17	1.00
8	38	1.00
9	19	1.00
9	22	1.00
10	23	1.00
10	29	1.00
11	39	1.00
11	22	1.00
11	36	1.00
12	31	1.00
12	14	1.00
12	29	1.00
13	26	1.00
13	15	1.00
13	19	1.00
14	27	1.00
14	18	1.00
15	35	1.00
16	23	1.00
17	37	1.00
17	21	1.00
18	27	1.00
18	28	1.00
19	40	1.00
20	32	1.00
20	25	1.00
20	34	1.00
21	36	1.00
21	24	1.00
22	36	1.00
24	28	1.00
25	33	1.00
26	31	1.00
26	30	1.00
27	28	1.00
29	34	1.00
30	40	1.00
32	39	1.00
32	35	1.00
34	35	1.00
37	38	1.00
