50	75
1	38	1.00
1	34	1.00
1	7	1.00
2	29	1.00
2	40	1.00
2	27	1.00
3	25	1.00
3	31	1.00
3	47	1.00
4	42	1.00
4	41	1.00
4	18	1.00
5	17	1.00
5	33	1.00
5	23	1.00
6	19	1.00
6	48	1.00
6	45	1.00
7	28	1.00
7	32	1.00
8	35	1.00
8	32	1.00
8	22	1.00
9	36	1.00
9	15	1.00
9	17	1.00
10	45	1.00
10	14	1.00
10	26	1.00
11	21	1.00
11	48	1.00
11	13	1.00
12	30	1.00
12	16	1.00
12	27	1.00
13	29	1.00
13	16	1.00
14	22	1.00
14	26	1.00
15	20	1.00
15	30	1.00
16	39	1.00
17	36	1.00
18	20	1.00
18	49	1.00
19	45	1.00
19	39	1.00
20	44	1.00
21	48	1.00
21	25	1.00
22	39	1.00
23	46	1.00
23	24	1.00
24	32	1.00
24	43	1.00
25	31	1.00
26	42	1.00
27	44	1.00
28	37	1.00
28	29	1.00
30	33	1.00
31	49	1.00
33	46	1.00
34	40	1.00
34	50	1.00
35	40	1.00
35	47	1.00
36	43	1.00
37	50	1.00
37	49	1.00
38	42	1.00
38	46	1.00
41	43	1.00
41	50	1.00
44	47	1.00
