170	255
1	83	1.00
1	157	1.00
1	79	1.00
2	130	1.00
2	126	1.00
2	131	1.00
3	11	1.00
3	21	1.00
3	74	1.00
4	109	1.00
4	100	1.00
4	16	1.00
5	10	1.00
5	148	1.00
5	113	1.00
6	99	1.00
6	155	1.00
6	51	1.00
7	163	1.00
7	112	1.00
7	150	1.00
8	30	1.00
8	50	1.00
8	150	1.00
9	94	1.00
9	15	1.00
9	42	1.00
10	55	1.00
10	26	1.00
11	95	1.00
11	86	1.00
12	134	1.00
12	141	1.00
12	160	1.00
13	51	1.00
13	170	1.00
13	48	1.00
14	145	1.00
14	126	1.00
14	69	1.00
15	158	1.00
15	154	1.00
16	56	1.00
16	116	1.00
17	127	1.00
17	147	1.00
17	144	1.00
18	97	1.00
18	163	1.00
18	170	1.00
19	71	1.00
19	57	1.00
19	61	1.00
20	83	1.00
20	140	1.00
20	161	1.00
21	34	1.00
21	107	1.00
22	109	1.00
22	135	1.00
22	142	1.00
23	93	1.00
23	146	1.00
23	46	1.00
24	33	1.00
24	66	1.00
24	56	1.00
25	169	1.00
25	86	1.00
25	75	1.00
26	31	1.00
26	73	1.00
27	35	1.00
27	48	1.00
27	84	1.00
28	113	1.00
28	64	1.00
28	80	1.00
29	148	1.00
29	157	1.00
29	40	1.00
30	115	1.00
30	169	1.00
31	137	1.00
31	105	1.00
32	85	1.00
32	129	1.00
32	164	1.00
33	98	1.00
33	44	1.00
34	75	1.00
34	47	1.00
35	149	1.00
35	119	1.00
36	115	1.00
36	39	1.00
36	62	1.00
37	97	1.00
37	124	1.00
37	129	1.00
38	61	1.00
38	106	1.00
38	96	1.00
39	108	1.00
39	126	1.00
40	58	1.00
40	65	1.00
41	76	1.00
41	143	1.00
41	156	1.00
42	43	1.00
42	57	1.00
43	146	1.00
43	90	1.00
44	91	1.00
44	141	1.00
45	129	1.00
45	91	1.00
45	73	1.00
46	123	1.00
46	146	1.00
47	168	1.00
47	71	1.00
48	91	1.00
49	122	1.00
49	78	1.00
49	153	1.00
50	60	1.00
50	53	1.00
51	94	1.00
52	67	1.00
52	135	1.00
52	165	1.00
53	58	1.00
53	125	1.00
54	116	1.00
54	85	1.00
54	144	1.00
55	89	1.00
55	132	1.00
56	139	1.00
57	122	1.00
58	136	1.00
59	147	1.00
59	133	1.00
59	89	1.00
60	167	1.00
60	153	1.00
61	165	1.00
62	128	1.00
62	106	1.00
63	68	1.00
63	118	1.00
63	104	1.00
64	99	1.00
64	84	1.00
65	121	1.00
65	120	1.00
66	101	1.00
66	140	1.00
67	69	1.00
67	162	1.00
68	109	1.00
68	137	1.00
69	147	1.00
70	95	1.00
70	166	1.00
70	79	1.00
71	148	1.00
72	130	1.00
72	145	1.00
72	151	1.00
73	78	1.00
74	124	1.00
74	145	1.00
75	111	1.00
76	132	1.00
76	151	1.00
77	141	1.00
77	128	1.00
77	101	1.00
78	96	1.00
79	117	1.00
80	133	1.00
80	135	1.00
81	159	1.00
81	155	1.00
81	111	1.00
82	130	1.00
82	117	1.00
82	152	1.00
83	96	1.00
84	117	1.00
85	118	1.00
86	100	1.00
87	88	1.00
87	143	1.00
87	108	1.00
88	90	1.00
88	114	1.00
89	101	1.00
90	120	1.00
92	153	1.00
92	120	1.00
92	103	1.00
93	154	1.00
93	156	1.00
94	163	1.00
95	152	1.00
97	123	1.00
98	121	1.00
98	169	1.00
99	156	1.00
100	123	1.00
102	160	1.00
102	164	1.00
102	134	1.00
103	167	1.00
103	107	1.00
104	139	1.00
104	111	1.00
105	110	1.00
105	164	1.00
106	166	1.00
107	166	1.00
108	110	1.00
110	139	1.00
112	152	1.00
112	113	1.00
114	127	1.00
114	150	1.00
115	149	1.00
116	136	1.00
118	170	1.00
119	138	1.00
119	133	1.00
121	151	1.00
122	168	1.00
124	140	1.00
125	154	1.00
125	137	1.00
127	159	1.00
128	132	1.00
131	167	1.00
131	142	1.00
134	160	1.00
136	155	1.00
138	158	1.00
138	165	1.00
142	161	1.00
143	162	1.00
144	168	1.00
149	159	1.00
157	161	1.00
158	162	1.00
