130	195
1	84	1.00
1	13	1.00
1	19	1.00
2	62	1.00
2	102	1.00
2	35	1.00
3	47	1.00
3	36	1.00
3	120	1.00
4	84	1.00
4	116	1.00
4	79	1.00
5	113	1.00
5	103	1.00
5	115	1.00
6	51	1.00
6	106	1.00
6	129	1.00
7	95	1.00
7	98	1.00
7	74	1.00
8	50	1.00
8	109	1.00
8	124	1.00
9	59	1.00
9	73	1.00
9	123	1.00
10	62	1.00
10	25	1.00
10	28	1.00
11	102	1.00
11	60	1.00
11	55	1.00
12	44	1.00
12	76	1.00
12	94	1.00
13	92	1.00
13	34	1.00
14	60	1.00
14	108	1.00
14	40	1.00
15	20	1.00
15	19	1.00
15	24	1.00
16	47	1.00
16	56	1.00
16	53	1.00
17	58	1.00
17	96	1.00
17	95	1.00
18	75	1.00
18	89	1.00
18	71	1.00
19	83	1.00
20	48	1.00
20	95	1.00
21	111	1.00
21	91	1.00
21	78	1.00
22	125	1.00
22	117	1.00
22	104	1.00
23	29	1.00
23	77	1.00
23	36	1.00
24	49	1.00
24	81	1.00
25	89	1.00
25	70	1.00
26	84	1.00
26	128	1.00
26	52	1.00
27	53	1.00
27	37	1.00
27	87	1.00
28	105	1.00
28	103	1.00
29	42	1.00
29	106	1.00
30	105	1.00
30	61	1.00
30	34	1.00
31	101	1.00
31	80	1.00
31	39	1.00
32	83	1.00
32	122	1.00
32	107	1.00
33	124	1.00
33	102	1.00
33	85	1.00
34	71	1.00
35	86	1.00
35	103	1.00
36	45	1.00
37	112	1.00
37	91	1.00
38	39	1.00
38	101	1.00
38	73	1.00
39	74	1.00
40	50	1.00
40	47	1.00
41	88	1.00
41	69	1.00
41	106	1.00
42	54	1.00
42	43	1.00
43	69	1.00
43	68	1.00
44	127	1.00
44	128	1.00
45	123	1.00
45	118	1.00
46	58	1.00
46	119	1.00
46	112	1.00
48	87	1.00
48	117	1.00
49	124	1.00
49	81	1.00
50	86	1.00
51	83	1.00
51	87	1.00
52	114	1.00
52	70	1.00
53	123	1.00
54	80	1.00
54	68	1.00
55	66	1.00
55	120	1.00
56	121	1.00
56	90	1.00
57	119	1.00
57	75	1.00
57	118	1.00
58	64	1.00
59	96	1.00
59	86	1.00
60	68	1.00
61	73	1.00
61	90	1.00
62	129	1.00
63	109	1.00
63	110	1.00
63	97	1.00
64	130	1.00
64	82	1.00
65	112	1.00
65	77	1.00
65	99	1.00
66	97	1.00
66	96	1.00
67	79	1.00
67	98	1.00
67	100	1.00
69	121	1.00
70	81	1.00
71	116	1.00
72	80	1.00
72	121	1.00
72	93	1.00
74	119	1.00
75	113	1.00
76	111	1.00
76	99	1.00
77	127	1.00
78	117	1.00
78	107	1.00
79	125	1.00
82	127	1.00
82	90	1.00
85	88	1.00
85	130	1.00
88	104	1.00
89	111	1.00
91	126	1.00
92	98	1.00
92	125	1.00
93	100	1.00
93	126	1.00
94	118	1.00
94	110	1.00
97	114	1.00
99	114	1.00
100	130	1.00
101	108	1.00
104	120	1.00
105	113	1.00
107	126	1.00
108	129	1.00
109	128	1.00
110	122	1.00
115	122	1.00
115	116	1.00
