170	255
1	135	1.00
1	121	1.00
1	128	1.00
2	98	1.00
2	33	1.00
2	40	1.00
3	85	1.00
3	160	1.00
3	108	1.00
4	49	1.00
4	45	1.00
4	116	1.00
5	31	1.00
5	128	1.00
5	84	1.00
6	12	1.00
6	44	1.00
6	38	1.00
7	63	1.00
7	153	1.00
7	132	1.00
8	137	1.00
8	13	1.00
8	95	1.00
9	36	1.00
9	64	1.00
9	70	1.00
10	11	1.00
10	108	1.00
10	126	1.00
11	150	1.00
11	15	1.00
12	115	1.00
12	65	1.00
13	127	1.00
13	154	1.00
14	85	1.00
14	118	1.00
14	60	1.00
15	111	1.00
15	47	1.00
16	142	1.00
16	23	1.00
16	110	1.00
17	78	1.00
17	106	1.00
17	166	1.00
18	25	1.00
18	37	1.00
18	136	1.00
19	124	1.00
19	41	1.00
19	74	1.00
20	53	1.00
20	115	1.00
20	139	1.00
21	58	1.00
21	101	1.00
21	144	1.00
22	23	1.00
22	92	1.00
22	131	1.00
23	59	1.00
24	70	1.00
24	54	1.00
24	117	1.00
25	78	1.00
25	92	1.00
26	41	1.00
26	111	1.00
26	105	1.00
27	73	1.00
27	83	1.00
27	161	1.00
28	77	1.00
28	63	1.00
28	152	1.00
29	127	1.00
29	49	1.00
29	76	1.00
30	88	1.00
30	96	1.00
30	113	1.00
31	157	1.00
31	156	1.00
32	61	1.00
32	58	1.00
32	87	1.00
33	75	1.00
33	43	1.00
34	50	1.00
34	125	1.00
34	78	1.00
35	94	1.00
35	124	1.00
35	141	1.00
36	70	1.00
36	55	1.00
37	45	1.00
37	89	1.00
38	157	1.00
38	108	1.00
39	59	1.00
39	73	1.00
39	161	1.00
40	140	1.00
40	118	1.00
41	165	1.00
42	49	1.00
42	99	1.00
42	80	1.00
43	169	1.00
43	163	1.00
44	71	1.00
44	129	1.00
45	74	1.00
46	125	1.00
46	163	1.00
46	82	1.00
47	102	1.00
47	154	1.00
48	79	1.00
48	55	1.00
48	107	1.00
50	140	1.00
50	81	1.00
51	143	1.00
51	133	1.00
51	79	1.00
52	133	1.00
52	140	1.00
52	109	1.00
53	148	1.00
53	156	1.00
54	60	1.00
54	116	1.00
55	72	1.00
56	117	1.00
56	77	1.00
56	62	1.00
57	147	1.00
57	131	1.00
57	76	1.00
58	143	1.00
59	97	1.00
60	66	1.00
61	63	1.00
61	145	1.00
62	95	1.00
62	67	1.00
64	102	1.00
64	170	1.00
65	71	1.00
65	158	1.00
66	147	1.00
66	148	1.00
67	149	1.00
67	129	1.00
68	145	1.00
68	116	1.00
68	130	1.00
69	155	1.00
69	145	1.00
69	73	1.00
71	90	1.00
72	142	1.00
72	102	1.00
74	91	1.00
75	101	1.00
75	159	1.00
76	151	1.00
77	89	1.00
79	90	1.00
80	110	1.00
80	107	1.00
81	107	1.00
81	105	1.00
82	135	1.00
82	110	1.00
83	86	1.00
83	170	1.00
84	132	1.00
84	120	1.00
85	126	1.00
86	99	1.00
86	126	1.00
87	152	1.00
87	134	1.00
88	153	1.00
88	103	1.00
89	156	1.00
90	93	1.00
91	153	1.00
91	139	1.00
92	93	1.00
93	119	1.00
94	106	1.00
94	105	1.00
95	122	1.00
96	114	1.00
96	141	1.00
97	136	1.00
97	125	1.00
98	99	1.00
98	123	1.00
100	150	1.00
100	115	1.00
100	167	1.00
101	124	1.00
103	123	1.00
103	113	1.00
104	137	1.00
104	144	1.00
104	170	1.00
106	143	1.00
109	168	1.00
109	166	1.00
111	138	1.00
112	146	1.00
112	151	1.00
112	134	1.00
113	160	1.00
114	136	1.00
114	141	1.00
117	162	1.00
118	165	1.00
119	157	1.00
119	138	1.00
120	121	1.00
120	147	1.00
121	155	1.00
122	123	1.00
122	130	1.00
127	155	1.00
128	149	1.00
129	166	1.00
130	146	1.00
131	167	1.00
132	162	1.00
133	154	1.00
134	158	1.00
135	168	1.00
137	139	1.00
138	162	1.00
142	164	1.00
144	164	1.00
146	150	1.00
148	164	1.00
149	160	1.00
151	163	1.00
152	159	1.00
158	169	1.00
159	168	1.00
161	165	1.00
167	169	1.00
