100	150
1	89	1.00
1	66	1.00
1	68	1.00
2	30	1.00
2	95	1.00
2	82	1.00
3	53	1.00
3	78	1.00
3	38	1.00
4	53	1.00
4	48	1.00
4	94	1.00
5	30	1.00
5	54	1.00
5	21	1.00
6	96	1.00
6	20	1.00
6	56	1.00
7	27	1.00
7	80	1.00
7	31	1.00
8	14	1.00
8	82	1.00
8	43	1.00
9	87	1.00
9	86	1.00
9	73	1.00
10	49	1.00
10	21	1.00
10	90	1.00
11	65	1.00
11	79	1.00
11	31	1.00
12	19	1.00
12	48	1.00
12	77	1.00
13	29	1.00
13	48	1.00
13	73	1.00
14	59	1.00
14	75	1.00
15	37	1.00
15	23	1.00
15	99	1.00
16	43	1.00
16	53	1.00
16	72	1.00
17	60	1.00
17	32	1.00
17	88	1.00
18	52	1.00
18	64	1.00
18	76	1.00
19	45	1.00
19	61	1.00
20	28	1.00
20	77	1.00
21	70	1.00
22	43	1.00
22	27	1.00
22	33	1.00
23	65	1.00
23	26	1.00
24	69	1.00
24	56	1.00
24	41	1.00
25	54	1.00
25	92	1.00
25	99	1.00
26	71	1.00
26	60	1.00
27	51	1.00
28	96	1.00
28	98	1.00
29	70	1.00
29	62	1.00
30	55	1.00
31	66	1.00
32	69	1.00
32	52	1.00
33	92	1.00
33	51	1.00
34	81	1.00
34	44	1.00
34	39	1.00
35	60	1.00
35	56	1.00
35	72	1.00
36	91	1.00
36	57	1.00
36	74	1.00
37	86	1.00
37	66	1.00
38	67	1.00
38	78	1.00
39	83	1.00
39	65	1.00
40	62	1.00
40	49	1.00
40	100	1.00
41	90	1.00
41	96	1.00
42	45	1.00
42	59	1.00
42	78	1.00
44	58	1.00
44	97	1.00
45	93	1.00
46	84	1.00
46	50	1.00
46	77	1.00
47	84	1.00
47	98	1.00
47	71	1.00
49	63	1.00
50	54	1.00
50	87	1.00
51	93	1.00
52	74	1.00
55	76	1.00
55	84	1.00
57	82	1.00
57	58	1.00
58	59	1.00
61	76	1.00
61	83	1.00
62	73	1.00
63	71	1.00
63	64	1.00
64	79	1.00
67	97	1.00
67	88	1.00
68	85	1.00
68	81	1.00
69	79	1.00
70	88	1.00
72	75	1.00
74	97	1.00
75	86	1.00
80	91	1.00
80	83	1.00
81	92	1.00
85	91	1.00
85	90	1.00
87	89	1.00
89	95	1.00
93	94	1.00
94	95	1.00
98	100	1.00
99	100	1.00
