80	120
1	73	1.00
1	65	1.00
1	80	1.00
2	12	1.00
2	22	1.00
2	21	1.00
3	25	1.00
3	41	1.00
3	46	1.00
4	13	1.00
4	65	1.00
4	15	1.00
5	8	1.00
5	37	1.00
5	13	1.00
6	34	1.00
6	57	1.00
6	64	1.00
7	25	1.00
7	20	1.00
7	17	1.00
8	26	1.00
8	68	1.00
9	45	1.00
9	28	1.00
9	30	1.00
10	49	1.00
10	36	1.00
10	22	1.00
11	18	1.00
11	52	1.00
11	43	1.00
12	59	1.00
12	72	1.00
13	76	1.00
14	57	1.00
14	32	1.00
14	37	1.00
15	52	1.00
15	39	1.00
16	40	1.00
16	71	1.00
16	24	1.00
17	33	1.00
17	47	1.00
18	59	1.00
18	66	1.00
19	59	1.00
19	67	1.00
19	60	1.00
20	51	1.00
20	54	1.00
21	50	1.00
21	72	1.00
22	66	1.00
23	45	1.00
23	77	1.00
23	26	1.00
24	36	1.00
24	55	1.00
25	27	1.00
26	39	1.00
27	28	1.00
27	55	1.00
28	38	1.00
29	35	1.00
29	68	1.00
29	33	1.00
30	64	1.00
30	35	1.00
31	53	1.00
31	69	1.00
31	32	1.00
32	63	1.00
33	78	1.00
34	79	1.00
34	46	1.00
35	45	1.00
36	58	1.00
37	44	1.00
38	61	1.00
38	50	1.00
39	48	1.00
40	54	1.00
40	41	1.00
41	42	1.00
42	70	1.00
42	57	1.00
43	67	1.00
43	72	1.00
44	71	1.00
44	52	1.00
46	61	1.00
47	73	1.00
47	66	1.00
48	69	1.00
48	75	1.00
49	50	1.00
49	62	1.00
51	69	1.00
51	55	1.00
53	74	1.00
53	70	1.00
54	67	1.00
56	75	1.00
56	77	1.00
56	60	1.00
58	76	1.00
58	60	1.00
61	70	1.00
62	68	1.00
62	71	1.00
63	74	1.00
63	64	1.00
65	76	1.00
73	80	1.00
74	78	1.00
75	78	1.00
77	79	1.00
79	80	1.00
