70	105
1	63	1.00
1	48	1.00
1	61	1.00
2	12	1.00
2	65	1.00
2	55	1.00
3	30	1.00
3	65	1.00
3	40	1.00
4	44	1.00
4	33	1.00
4	19	1.00
5	8	1.00
5	30	1.00
5	15	1.00
6	26	1.00
6	54	1.00
6	59	1.00
7	18	1.00
7	46	1.00
7	60	1.00
8	60	1.00
8	61	1.00
9	20	1.00
9	47	1.00
9	29	1.00
10	15	1.00
10	23	1.00
10	68	1.00
11	41	1.00
11	29	1.00
11	39	1.00
12	48	1.00
12	27	1.00
13	70	1.00
13	50	1.00
13	32	1.00
14	29	1.00
14	50	1.00
14	24	1.00
15	18	1.00
16	50	1.00
16	37	1.00
16	39	1.00
17	48	1.00
17	62	1.00
17	31	1.00
18	69	1.00
19	53	1.00
19	42	1.00
20	55	1.00
20	68	1.00
21	36	1.00
21	53	1.00
21	28	1.00
22	69	1.00
22	67	1.00
22	24	1.00
23	65	1.00
23	66	1.00
24	25	1.00
25	62	1.00
25	64	1.00
26	63	1.00
26	52	1.00
27	56	1.00
27	63	1.00
28	34	1.00
28	66	1.00
30	36	1.00
31	42	1.00
31	52	1.00
32	43	1.00
32	41	1.00
33	34	1.00
33	35	1.00
34	38	1.00
35	58	1.00
35	46	1.00
36	42	1.00
37	58	1.00
37	41	1.00
38	55	1.00
38	45	1.00
39	51	1.00
40	44	1.00
40	43	1.00
43	62	1.00
44	49	1.00
45	47	1.00
45	58	1.00
46	69	1.00
47	61	1.00
49	51	1.00
49	59	1.00
51	54	1.00
52	70	1.00
53	54	1.00
56	57	1.00
56	59	1.00
57	60	1.00
57	64	1.00
64	67	1.00
66	67	1.00
68	70	1.00
