170	255
1	42	1.00
1	108	1.00
1	73	1.00
2	128	1.00
2	129	1.00
2	35	1.00
3	88	1.00
3	124	1.00
3	145	1.00
4	35	1.00
4	159	1.00
4	33	1.00
5	17	1.00
5	40	1.00
5	71	1.00
6	95	1.00
6	28	1.00
6	109	1.00
7	130	1.00
7	13	1.00
7	125	1.00
8	70	1.00
8	138	1.00
8	73	1.00
9	93	1.00
9	85	1.00
9	11	1.00
10	28	1.00
10	93	1.00
10	105	1.00
11	144	1.00
11	165	1.00
12	78	1.00
12	19	1.00
12	85	1.00
13	142	1.00
13	41	1.00
14	58	1.00
14	79	1.00
14	166	1.00
15	123	1.00
15	81	1.00
15	164	1.00
16	97	1.00
16	135	1.00
16	75	1.00
17	36	1.00
17	87	1.00
18	64	1.00
18	38	1.00
18	96	1.00
19	163	1.00
19	47	1.00
20	164	1.00
20	88	1.00
20	90	1.00
21	110	1.00
21	140	1.00
21	80	1.00
22	97	1.00
22	137	1.00
22	154	1.00
23	113	1.00
23	156	1.00
23	44	1.00
24	110	1.00
24	166	1.00
24	83	1.00
25	150	1.00
25	50	1.00
25	130	1.00
26	101	1.00
26	128	1.00
26	40	1.00
27	103	1.00
27	93	1.00
27	130	1.00
28	162	1.00
29	46	1.00
29	113	1.00
29	78	1.00
30	120	1.00
30	84	1.00
30	149	1.00
31	159	1.00
31	168	1.00
31	107	1.00
32	116	1.00
32	143	1.00
32	129	1.00
33	71	1.00
33	150	1.00
34	83	1.00
34	104	1.00
34	53	1.00
35	68	1.00
36	154	1.00
36	152	1.00
37	91	1.00
37	105	1.00
37	104	1.00
38	121	1.00
38	156	1.00
39	104	1.00
39	152	1.00
39	76	1.00
40	52	1.00
41	75	1.00
41	162	1.00
42	49	1.00
42	79	1.00
43	125	1.00
43	55	1.00
43	45	1.00
44	57	1.00
44	161	1.00
45	162	1.00
45	139	1.00
46	158	1.00
46	135	1.00
47	110	1.00
47	119	1.00
48	96	1.00
48	155	1.00
48	92	1.00
49	157	1.00
49	99	1.00
50	114	1.00
50	52	1.00
51	120	1.00
51	133	1.00
51	146	1.00
52	155	1.00
53	66	1.00
53	101	1.00
54	113	1.00
54	83	1.00
54	141	1.00
55	61	1.00
55	72	1.00
56	61	1.00
56	95	1.00
56	149	1.00
57	124	1.00
57	164	1.00
58	147	1.00
58	122	1.00
59	100	1.00
59	145	1.00
59	157	1.00
60	87	1.00
60	107	1.00
60	115	1.00
61	145	1.00
62	140	1.00
62	151	1.00
62	119	1.00
63	143	1.00
63	78	1.00
63	100	1.00
64	126	1.00
64	74	1.00
65	98	1.00
65	99	1.00
65	117	1.00
66	118	1.00
66	117	1.00
67	170	1.00
67	139	1.00
67	103	1.00
68	136	1.00
68	161	1.00
69	163	1.00
69	158	1.00
69	76	1.00
70	163	1.00
70	132	1.00
71	90	1.00
72	116	1.00
72	73	1.00
74	84	1.00
74	138	1.00
75	86	1.00
76	102	1.00
77	160	1.00
77	131	1.00
77	167	1.00
79	141	1.00
80	169	1.00
80	166	1.00
81	143	1.00
81	87	1.00
82	137	1.00
82	109	1.00
82	160	1.00
84	85	1.00
86	111	1.00
86	125	1.00
88	127	1.00
89	92	1.00
89	134	1.00
89	169	1.00
90	133	1.00
91	153	1.00
91	112	1.00
92	118	1.00
94	129	1.00
94	127	1.00
94	112	1.00
95	123	1.00
96	131	1.00
97	160	1.00
98	121	1.00
98	135	1.00
99	134	1.00
100	127	1.00
101	168	1.00
102	107	1.00
102	106	1.00
103	170	1.00
105	124	1.00
106	139	1.00
106	148	1.00
108	161	1.00
108	118	1.00
109	147	1.00
111	154	1.00
111	132	1.00
112	114	1.00
114	168	1.00
115	136	1.00
115	126	1.00
116	155	1.00
117	122	1.00
119	149	1.00
120	150	1.00
121	141	1.00
122	123	1.00
126	156	1.00
128	153	1.00
131	134	1.00
132	144	1.00
133	167	1.00
136	165	1.00
137	151	1.00
138	165	1.00
140	159	1.00
142	152	1.00
142	157	1.00
144	153	1.00
146	151	1.00
146	158	1.00
147	148	1.00
148	167	1.00
169	170	1.00
