180	270
1	72	1.00
1	59	1.00
1	84	1.00
2	3	1.00
2	165	1.00
2	135	1.00
3	39	1.00
3	56	1.00
4	35	1.00
4	9	1.00
4	92	1.00
5	108	1.00
5	10	1.00
5	37	1.00
6	40	1.00
6	47	1.00
6	30	1.00
7	34	1.00
7	101	1.00
7	37	1.00
8	174	1.00
8	27	1.00
8	75	1.00
9	10	1.00
9	38	1.00
10	29	1.00
11	167	1.00
11	25	1.00
11	48	1.00
12	116	1.00
12	94	1.00
12	81	1.00
13	180	1.00
13	70	1.00
13	178	1.00
14	157	1.00
14	74	1.00
14	100	1.00
15	53	1.00
15	159	1.00
15	71	1.00
16	125	1.00
16	152	1.00
16	139	1.00
17	118	1.00
17	80	1.00
17	153	1.00
18	105	1.00
18	97	1.00
18	37	1.00
19	106	1.00
19	171	1.00
19	152	1.00
20	86	1.00
20	178	1.00
20	149	1.00
21	83	1.00
21	46	1.00
21	48	1.00
22	149	1.00
22	140	1.00
22	147	1.00
23	116	1.00
23	98	1.00
23	123	1.00
24	134	1.00
24	160	1.00
24	65	1.00
25	58	1.00
25	115	1.00
26	105	1.00
26	85	1.00
26	165	1.00
27	68	1.00
27	111	1.00
28	175	1.00
28	160	1.00
28	55	1.00
29	119	1.00
29	93	1.00
30	71	1.00
30	52	1.00
31	158	1.00
31	102	1.00
31	41	1.00
32	98	1.00
32	103	1.00
32	164	1.00
33	114	1.00
33	74	1.00
33	73	1.00
34	121	1.00
34	149	1.00
35	129	1.00
35	57	1.00
36	103	1.00
36	148	1.00
36	69	1.00
38	151	1.00
38	51	1.00
39	144	1.00
39	84	1.00
40	166	1.00
40	127	1.00
41	82	1.00
41	129	1.00
42	49	1.00
42	54	1.00
42	55	1.00
43	56	1.00
43	139	1.00
43	74	1.00
44	104	1.00
44	88	1.00
44	120	1.00
45	141	1.00
45	92	1.00
45	82	1.00
46	61	1.00
46	120	1.00
47	97	1.00
47	117	1.00
48	180	1.00
49	108	1.00
49	128	1.00
50	172	1.00
50	125	1.00
50	99	1.00
51	128	1.00
51	109	1.00
52	152	1.00
52	177	1.00
53	134	1.00
53	173	1.00
54	138	1.00
54	98	1.00
55	94	1.00
56	143	1.00
57	141	1.00
57	170	1.00
58	105	1.00
58	133	1.00
59	168	1.00
59	61	1.00
60	126	1.00
60	109	1.00
60	177	1.00
61	123	1.00
62	63	1.00
62	117	1.00
62	158	1.00
63	160	1.00
63	77	1.00
64	179	1.00
64	87	1.00
64	89	1.00
65	83	1.00
65	141	1.00
66	180	1.00
66	72	1.00
66	90	1.00
67	151	1.00
67	76	1.00
67	145	1.00
68	119	1.00
68	156	1.00
69	125	1.00
69	87	1.00
70	131	1.00
70	130	1.00
71	133	1.00
72	122	1.00
73	163	1.00
73	153	1.00
75	154	1.00
75	91	1.00
76	96	1.00
76	88	1.00
77	96	1.00
77	165	1.00
78	132	1.00
78	81	1.00
78	128	1.00
79	169	1.00
79	127	1.00
79	113	1.00
80	163	1.00
80	106	1.00
81	144	1.00
82	140	1.00
83	130	1.00
84	136	1.00
85	173	1.00
85	166	1.00
86	110	1.00
86	162	1.00
87	169	1.00
88	164	1.00
89	178	1.00
89	126	1.00
90	112	1.00
90	96	1.00
91	115	1.00
91	124	1.00
92	106	1.00
93	121	1.00
93	101	1.00
94	176	1.00
95	103	1.00
95	132	1.00
95	161	1.00
97	133	1.00
99	124	1.00
99	135	1.00
100	137	1.00
100	156	1.00
101	159	1.00
102	142	1.00
102	138	1.00
104	110	1.00
104	159	1.00
107	168	1.00
107	167	1.00
107	112	1.00
108	172	1.00
109	118	1.00
110	116	1.00
111	163	1.00
111	122	1.00
112	172	1.00
113	150	1.00
113	143	1.00
114	147	1.00
114	119	1.00
115	177	1.00
117	142	1.00
118	161	1.00
120	173	1.00
121	130	1.00
122	151	1.00
123	126	1.00
124	153	1.00
127	169	1.00
129	145	1.00
131	136	1.00
131	144	1.00
132	175	1.00
134	179	1.00
135	164	1.00
136	142	1.00
137	143	1.00
137	157	1.00
138	162	1.00
139	162	1.00
140	158	1.00
145	171	1.00
146	167	1.00
146	150	1.00
146	155	1.00
147	171	1.00
148	170	1.00
148	155	1.00
150	179	1.00
154	166	1.00
154	168	1.00
155	161	1.00
156	174	1.00
157	174	1.00
170	176	1.00
175	176	1.00
