40	60
1	36	1.00
1	27	1.00
1	31	1.00
2	3	1.00
2	25	1.00
2	7	1.00
3	21	1.00
3	5	1.00
4	29	1.00
4	32	1.00
4	24	1.00
5	13	1.00
5	38	1.00
6	15	1.00
6	30	1.00
6	9	1.00
7	30	1.00
7	27	1.00
8	18	1.00
8	10	1.00
8	22	1.00
9	30	1.00
9	26	1.00
10	34	1.00
10	13	1.00
11	24	1.00
11	36	1.00
11	17	1.00
12	40	1.00
12	23	1.00
12	18	1.00
13	32	1.00
14	25	1.00
14	33	1.00
14	15	1.00
15	22	1.00
16	19	1.00
16	35	1.00
16	20	1.00
17	21	1.00
17	37	1.00
18	27	1.00
19	33	1.00
19	22	1.00
20	29	1.00
20	37	1.00
21	39	1.00
23	39	1.00
23	33	1.00
24	37	1.00
25	39	1.00
26	38	1.00
26	28	1.00
28	40	1.00
28	34	1.00
29	36	1.00
31	35	1.00
31	34	1.00
32	40	1.00
35	38	1.00
