130	195
1	122	1.00
1	85	1.00
1	74	1.00
2	37	1.00
2	93	1.00
2	123	1.00
3	61	1.00
3	95	1.00
3	4	1.00
4	33	1.00
4	94	1.00
5	46	1.00
5	128	1.00
5	65	1.00
6	17	1.00
6	86	1.00
6	110	1.00
7	82	1.00
7	35	1.00
7	93	1.00
8	118	1.00
8	12	1.00
8	83	1.00
9	76	1.00
9	51	1.00
9	22	1.00
10	67	1.00
10	119	1.00
10	41	1.00
11	67	1.00
11	25	1.00
11	89	1.00
12	82	1.00
12	84	1.00
13	84	1.00
13	103	1.00
13	81	1.00
14	20	1.00
14	66	1.00
14	67	1.00
15	62	1.00
15	32	1.00
15	122	1.00
16	39	1.00
16	56	1.00
16	64	1.00
17	128	1.00
17	112	1.00
18	70	1.00
18	74	1.00
18	29	1.00
19	46	1.00
19	72	1.00
19	94	1.00
20	113	1.00
20	54	1.00
21	45	1.00
21	57	1.00
21	64	1.00
22	109	1.00
22	121	1.00
23	34	1.00
23	73	1.00
23	121	1.00
24	111	1.00
24	69	1.00
24	90	1.00
25	130	1.00
25	121	1.00
26	65	1.00
26	45	1.00
26	81	1.00
27	75	1.00
27	128	1.00
27	114	1.00
28	102	1.00
28	116	1.00
28	95	1.00
29	64	1.00
29	126	1.00
30	123	1.00
30	50	1.00
30	71	1.00
31	130	1.00
31	32	1.00
31	35	1.00
32	43	1.00
33	48	1.00
33	82	1.00
34	40	1.00
34	58	1.00
35	63	1.00
36	90	1.00
36	125	1.00
36	129	1.00
37	91	1.00
37	85	1.00
38	104	1.00
38	80	1.00
38	99	1.00
39	42	1.00
39	124	1.00
40	42	1.00
40	49	1.00
41	68	1.00
41	89	1.00
42	78	1.00
43	96	1.00
43	112	1.00
44	100	1.00
44	71	1.00
44	76	1.00
45	78	1.00
46	117	1.00
47	111	1.00
47	87	1.00
47	105	1.00
48	66	1.00
48	108	1.00
49	50	1.00
49	119	1.00
50	124	1.00
51	106	1.00
51	99	1.00
52	72	1.00
52	73	1.00
52	96	1.00
53	90	1.00
53	106	1.00
53	54	1.00
54	107	1.00
55	66	1.00
55	78	1.00
55	80	1.00
56	118	1.00
56	75	1.00
57	62	1.00
57	92	1.00
58	116	1.00
58	61	1.00
59	60	1.00
59	94	1.00
59	118	1.00
60	127	1.00
60	101	1.00
61	110	1.00
62	126	1.00
63	129	1.00
63	92	1.00
65	104	1.00
68	97	1.00
68	77	1.00
69	120	1.00
69	100	1.00
70	91	1.00
70	110	1.00
71	84	1.00
72	114	1.00
73	115	1.00
74	81	1.00
75	101	1.00
76	125	1.00
77	125	1.00
77	98	1.00
79	91	1.00
79	106	1.00
79	85	1.00
80	88	1.00
83	98	1.00
83	116	1.00
86	123	1.00
86	109	1.00
87	129	1.00
87	88	1.00
88	120	1.00
89	122	1.00
92	120	1.00
93	101	1.00
95	113	1.00
96	127	1.00
97	130	1.00
97	103	1.00
98	115	1.00
99	105	1.00
100	117	1.00
102	104	1.00
102	117	1.00
103	109	1.00
105	107	1.00
107	111	1.00
108	115	1.00
108	124	1.00
112	119	1.00
113	126	1.00
114	127	1.00
