150	225
1	92	1.00
1	88	1.00
1	57	1.00
2	100	1.00
2	114	1.00
2	44	1.00
3	39	1.00
3	14	1.00
3	9	1.00
4	144	1.00
4	147	1.00
4	66	1.00
5	65	1.00
5	35	1.00
5	88	1.00
6	75	1.00
6	115	1.00
6	91	1.00
7	107	1.00
7	139	1.00
7	109	1.00
8	52	1.00
8	116	1.00
8	125	1.00
9	81	1.00
9	137	1.00
10	130	1.00
10	96	1.00
10	133	1.00
11	98	1.00
11	131	1.00
11	142	1.00
12	118	1.00
12	49	1.00
12	94	1.00
13	64	1.00
13	61	1.00
13	42	1.00
14	99	1.00
14	44	1.00
15	115	1.00
15	133	1.00
15	29	1.00
16	48	1.00
16	60	1.00
16	98	1.00
17	81	1.00
17	62	1.00
17	142	1.00
18	45	1.00
18	127	1.00
18	49	1.00
19	131	1.00
19	104	1.00
19	40	1.00
20	65	1.00
20	55	1.00
20	60	1.00
21	91	1.00
21	62	1.00
21	144	1.00
22	105	1.00
22	106	1.00
22	112	1.00
23	101	1.00
23	127	1.00
23	146	1.00
24	32	1.00
24	90	1.00
24	123	1.00
25	31	1.00
25	85	1.00
25	128	1.00
26	84	1.00
26	102	1.00
26	138	1.00
27	81	1.00
27	54	1.00
27	86	1.00
28	102	1.00
28	40	1.00
28	91	1.00
29	119	1.00
29	58	1.00
30	112	1.00
30	109	1.00
30	33	1.00
31	53	1.00
31	134	1.00
32	119	1.00
32	147	1.00
33	137	1.00
33	94	1.00
34	87	1.00
34	80	1.00
34	79	1.00
35	48	1.00
35	86	1.00
36	110	1.00
36	83	1.00
36	115	1.00
37	135	1.00
37	66	1.00
37	76	1.00
38	43	1.00
38	90	1.00
38	50	1.00
39	93	1.00
39	45	1.00
40	101	1.00
41	76	1.00
41	140	1.00
41	64	1.00
42	70	1.00
42	47	1.00
43	56	1.00
43	141	1.00
44	96	1.00
45	118	1.00
46	122	1.00
46	80	1.00
46	135	1.00
47	113	1.00
47	116	1.00
48	82	1.00
49	127	1.00
50	123	1.00
50	143	1.00
51	54	1.00
51	145	1.00
51	148	1.00
52	136	1.00
52	103	1.00
53	72	1.00
53	84	1.00
54	131	1.00
55	106	1.00
55	129	1.00
56	129	1.00
56	90	1.00
57	130	1.00
57	136	1.00
58	77	1.00
58	108	1.00
59	73	1.00
59	82	1.00
59	64	1.00
60	123	1.00
61	82	1.00
61	134	1.00
62	73	1.00
63	74	1.00
63	77	1.00
63	92	1.00
65	83	1.00
66	110	1.00
67	141	1.00
67	117	1.00
67	97	1.00
68	132	1.00
68	111	1.00
68	72	1.00
69	99	1.00
69	86	1.00
69	122	1.00
70	133	1.00
70	132	1.00
71	106	1.00
71	126	1.00
71	101	1.00
72	97	1.00
73	140	1.00
74	136	1.00
74	128	1.00
75	120	1.00
75	94	1.00
76	117	1.00
77	125	1.00
78	89	1.00
78	80	1.00
78	143	1.00
79	103	1.00
79	104	1.00
83	114	1.00
84	95	1.00
85	108	1.00
85	105	1.00
87	117	1.00
87	105	1.00
88	124	1.00
89	149	1.00
89	100	1.00
92	116	1.00
93	138	1.00
93	150	1.00
95	138	1.00
95	150	1.00
96	121	1.00
97	111	1.00
98	121	1.00
99	149	1.00
100	118	1.00
102	139	1.00
103	135	1.00
104	111	1.00
107	130	1.00
107	145	1.00
108	137	1.00
109	139	1.00
110	113	1.00
112	147	1.00
113	132	1.00
114	120	1.00
119	141	1.00
120	146	1.00
121	125	1.00
122	129	1.00
124	144	1.00
124	149	1.00
126	146	1.00
126	143	1.00
128	148	1.00
134	140	1.00
142	148	1.00
145	150	1.00
