70	105
1	25	1.00
1	10	1.00
1	61	1.00
2	63	1.00
2	39	1.00
2	26	1.00
3	48	1.00
3	9	1.00
3	11	1.00
4	17	1.00
4	16	1.00
4	67	1.00
5	27	1.00
5	70	1.00
5	68	1.00
6	7	1.00
6	55	1.00
6	14	1.00
7	47	1.00
7	20	1.00
8	22	1.00
8	19	1.00
8	37	1.00
9	65	1.00
9	26	1.00
10	62	1.00
10	38	1.00
11	58	1.00
11	14	1.00
12	35	1.00
12	60	1.00
12	32	1.00
13	19	1.00
13	16	1.00
13	24	1.00
14	54	1.00
15	69	1.00
15	37	1.00
15	51	1.00
16	23	1.00
17	53	1.00
17	21	1.00
18	21	1.00
18	44	1.00
18	65	1.00
19	49	1.00
20	23	1.00
20	40	1.00
21	41	1.00
22	29	1.00
22	39	1.00
23	33	1.00
24	52	1.00
24	51	1.00
25	62	1.00
25	56	1.00
26	67	1.00
27	70	1.00
27	43	1.00
28	30	1.00
28	35	1.00
28	58	1.00
29	61	1.00
29	40	1.00
30	67	1.00
30	61	1.00
31	62	1.00
31	50	1.00
31	52	1.00
32	54	1.00
32	43	1.00
33	58	1.00
33	59	1.00
34	47	1.00
34	38	1.00
34	63	1.00
35	68	1.00
36	41	1.00
36	49	1.00
36	60	1.00
37	46	1.00
38	41	1.00
39	66	1.00
40	46	1.00
42	57	1.00
42	64	1.00
42	59	1.00
43	56	1.00
44	66	1.00
44	55	1.00
45	57	1.00
45	48	1.00
45	56	1.00
46	64	1.00
47	55	1.00
48	57	1.00
49	66	1.00
50	53	1.00
50	68	1.00
51	65	1.00
52	59	1.00
53	54	1.00
60	64	1.00
63	69	1.00
69	70	1.00
