100	150
1	87	1.00
1	25	1.00
1	76	1.00
2	3	1.00
2	34	1.00
2	95	1.00
3	47	1.00
3	56	1.00
4	96	1.00
4	9	1.00
4	26	1.00
5	37	1.00
5	50	1.00
5	31	1.00
6	60	1.00
6	61	1.00
6	27	1.00
7	93	1.00
7	90	1.00
7	24	1.00
8	29	1.00
8	42	1.00
8	19	1.00
9	97	1.00
9	73	1.00
10	63	1.00
10	12	1.00
10	40	1.00
11	54	1.00
11	45	1.00
11	67	1.00
12	63	1.00
12	53	1.00
13	82	1.00
13	70	1.00
13	65	1.00
14	62	1.00
14	44	1.00
14	32	1.00
15	100	1.00
15	59	1.00
15	74	1.00
16	21	1.00
16	44	1.00
16	32	1.00
17	61	1.00
17	78	1.00
17	60	1.00
18	99	1.00
18	92	1.00
18	72	1.00
19	28	1.00
19	43	1.00
20	37	1.00
20	95	1.00
20	75	1.00
21	71	1.00
21	44	1.00
22	70	1.00
22	66	1.00
22	53	1.00
23	75	1.00
23	33	1.00
23	74	1.00
24	39	1.00
24	30	1.00
25	99	1.00
25	80	1.00
26	72	1.00
26	79	1.00
27	56	1.00
27	78	1.00
28	50	1.00
28	79	1.00
29	49	1.00
29	77	1.00
30	99	1.00
30	39	1.00
31	57	1.00
31	34	1.00
32	47	1.00
33	69	1.00
33	52	1.00
34	84	1.00
35	41	1.00
35	49	1.00
35	55	1.00
36	64	1.00
36	38	1.00
36	41	1.00
37	71	1.00
38	90	1.00
38	81	1.00
39	59	1.00
40	42	1.00
40	86	1.00
41	91	1.00
42	76	1.00
43	94	1.00
43	84	1.00
45	85	1.00
45	49	1.00
46	70	1.00
46	80	1.00
46	83	1.00
47	58	1.00
48	86	1.00
48	82	1.00
48	75	1.00
50	89	1.00
51	94	1.00
51	69	1.00
51	57	1.00
52	92	1.00
52	100	1.00
53	98	1.00
54	97	1.00
54	81	1.00
55	98	1.00
55	87	1.00
56	83	1.00
57	83	1.00
58	88	1.00
58	66	1.00
59	92	1.00
60	89	1.00
61	68	1.00
62	90	1.00
62	77	1.00
63	65	1.00
64	67	1.00
64	73	1.00
65	68	1.00
66	94	1.00
67	98	1.00
68	93	1.00
69	82	1.00
71	100	1.00
72	93	1.00
73	96	1.00
74	77	1.00
76	88	1.00
78	89	1.00
79	91	1.00
80	85	1.00
81	91	1.00
84	87	1.00
85	95	1.00
86	97	1.00
88	96	1.00
