180	270
1	25	1.00
1	154	1.00
1	76	1.00
2	68	1.00
2	15	1.00
2	14	1.00
3	4	1.00
3	87	1.00
3	62	1.00
4	35	1.00
4	159	1.00
5	41	1.00
5	166	1.00
5	45	1.00
6	173	1.00
6	143	1.00
6	171	1.00
7	147	1.00
7	161	1.00
7	11	1.00
8	179	1.00
8	27	1.00
8	59	1.00
9	106	1.00
9	37	1.00
9	139	1.00
10	175	1.00
10	55	1.00
10	38	1.00
11	50	1.00
11	110	1.00
12	155	1.00
12	63	1.00
12	115	1.00
13	112	1.00
13	97	1.00
13	82	1.00
14	80	1.00
14	19	1.00
15	175	1.00
15	83	1.00
16	180	1.00
16	140	1.00
16	56	1.00
17	35	1.00
17	53	1.00
17	56	1.00
18	132	1.00
18	95	1.00
18	129	1.00
19	40	1.00
19	151	1.00
20	86	1.00
20	79	1.00
20	76	1.00
21	102	1.00
21	100	1.00
21	168	1.00
22	25	1.00
22	146	1.00
22	165	1.00
23	26	1.00
23	51	1.00
23	164	1.00
24	72	1.00
24	122	1.00
24	85	1.00
25	26	1.00
26	40	1.00
27	117	1.00
27	156	1.00
28	102	1.00
28	86	1.00
28	55	1.00
29	70	1.00
29	84	1.00
29	142	1.00
30	162	1.00
30	123	1.00
30	95	1.00
31	89	1.00
31	99	1.00
31	91	1.00
32	175	1.00
32	172	1.00
32	78	1.00
33	176	1.00
33	154	1.00
33	41	1.00
34	97	1.00
34	157	1.00
34	61	1.00
35	161	1.00
36	115	1.00
36	67	1.00
36	62	1.00
37	141	1.00
37	100	1.00
38	89	1.00
38	77	1.00
39	124	1.00
39	137	1.00
39	92	1.00
40	78	1.00
41	79	1.00
42	144	1.00
42	177	1.00
42	121	1.00
43	145	1.00
43	81	1.00
43	167	1.00
44	62	1.00
44	82	1.00
44	109	1.00
45	91	1.00
45	146	1.00
46	111	1.00
46	134	1.00
46	174	1.00
47	75	1.00
47	110	1.00
47	125	1.00
48	164	1.00
48	163	1.00
48	119	1.00
49	70	1.00
49	53	1.00
49	152	1.00
50	103	1.00
50	64	1.00
51	104	1.00
51	86	1.00
52	122	1.00
52	93	1.00
52	109	1.00
53	170	1.00
54	173	1.00
54	120	1.00
54	59	1.00
55	171	1.00
56	64	1.00
57	114	1.00
57	138	1.00
57	127	1.00
58	162	1.00
58	150	1.00
58	100	1.00
59	124	1.00
60	134	1.00
60	114	1.00
60	116	1.00
61	69	1.00
61	101	1.00
63	81	1.00
63	113	1.00
64	121	1.00
65	179	1.00
65	78	1.00
65	107	1.00
66	94	1.00
66	116	1.00
66	73	1.00
67	148	1.00
67	133	1.00
68	139	1.00
68	101	1.00
69	119	1.00
69	103	1.00
70	148	1.00
71	149	1.00
71	92	1.00
71	79	1.00
72	114	1.00
72	128	1.00
73	85	1.00
73	170	1.00
74	126	1.00
74	151	1.00
74	174	1.00
75	95	1.00
75	119	1.00
76	123	1.00
77	90	1.00
77	151	1.00
80	96	1.00
80	177	1.00
81	148	1.00
82	105	1.00
83	98	1.00
83	118	1.00
84	150	1.00
84	136	1.00
85	163	1.00
87	122	1.00
87	159	1.00
88	124	1.00
88	154	1.00
88	118	1.00
89	127	1.00
90	158	1.00
90	144	1.00
91	105	1.00
92	108	1.00
93	155	1.00
93	139	1.00
94	142	1.00
94	111	1.00
96	141	1.00
96	128	1.00
97	120	1.00
98	129	1.00
98	134	1.00
99	172	1.00
99	146	1.00
101	126	1.00
102	126	1.00
103	113	1.00
104	171	1.00
104	109	1.00
105	138	1.00
106	111	1.00
106	178	1.00
107	140	1.00
107	155	1.00
108	168	1.00
108	136	1.00
110	166	1.00
112	130	1.00
112	163	1.00
113	128	1.00
115	133	1.00
116	144	1.00
117	120	1.00
117	166	1.00
118	125	1.00
121	131	1.00
123	157	1.00
125	165	1.00
127	141	1.00
129	130	1.00
130	169	1.00
131	172	1.00
131	156	1.00
132	158	1.00
132	167	1.00
133	180	1.00
135	164	1.00
135	167	1.00
135	143	1.00
136	160	1.00
137	159	1.00
137	138	1.00
140	177	1.00
142	180	1.00
143	150	1.00
145	153	1.00
145	168	1.00
147	173	1.00
147	170	1.00
149	160	1.00
149	179	1.00
152	169	1.00
152	176	1.00
153	178	1.00
153	165	1.00
156	178	1.00
157	161	1.00
158	162	1.00
160	174	1.00
169	176	1.00
