150	225
1	115	1.00
1	30	1.00
1	102	1.00
2	13	1.00
2	16	1.00
2	92	1.00
3	15	1.00
3	41	1.00
3	12	1.00
4	54	1.00
4	6	1.00
4	22	1.00
5	32	1.00
5	58	1.00
5	39	1.00
6	56	1.00
6	149	1.00
7	82	1.00
7	45	1.00
7	33	1.00
8	34	1.00
8	85	1.00
8	76	1.00
9	113	1.00
9	101	1.00
9	51	1.00
10	41	1.00
10	133	1.00
10	85	1.00
11	86	1.00
11	97	1.00
11	17	1.00
12	68	1.00
12	19	1.00
13	135	1.00
13	134	1.00
14	79	1.00
14	27	1.00
14	57	1.00
15	99	1.00
15	111	1.00
16	81	1.00
16	29	1.00
17	43	1.00
17	124	1.00
18	62	1.00
18	93	1.00
18	119	1.00
19	125	1.00
19	86	1.00
20	55	1.00
20	22	1.00
20	77	1.00
21	55	1.00
21	150	1.00
21	123	1.00
22	71	1.00
23	108	1.00
23	119	1.00
23	94	1.00
24	89	1.00
24	150	1.00
24	31	1.00
25	53	1.00
25	130	1.00
25	126	1.00
26	134	1.00
26	127	1.00
26	139	1.00
27	149	1.00
27	39	1.00
28	78	1.00
28	103	1.00
28	70	1.00
29	65	1.00
29	43	1.00
30	70	1.00
30	85	1.00
31	44	1.00
31	92	1.00
32	50	1.00
32	104	1.00
33	140	1.00
33	42	1.00
34	79	1.00
34	122	1.00
35	59	1.00
35	109	1.00
35	131	1.00
36	42	1.00
36	78	1.00
36	62	1.00
37	98	1.00
37	96	1.00
37	111	1.00
38	115	1.00
38	44	1.00
38	106	1.00
39	143	1.00
40	107	1.00
40	69	1.00
40	90	1.00
41	77	1.00
42	80	1.00
43	78	1.00
44	117	1.00
45	49	1.00
45	92	1.00
46	81	1.00
46	91	1.00
46	97	1.00
47	67	1.00
47	87	1.00
47	84	1.00
48	103	1.00
48	136	1.00
48	146	1.00
49	118	1.00
49	138	1.00
50	68	1.00
50	139	1.00
51	121	1.00
51	140	1.00
52	109	1.00
52	102	1.00
52	120	1.00
53	79	1.00
53	128	1.00
54	89	1.00
54	75	1.00
55	100	1.00
56	95	1.00
56	137	1.00
57	83	1.00
57	106	1.00
58	98	1.00
58	77	1.00
59	135	1.00
59	145	1.00
60	128	1.00
60	123	1.00
60	130	1.00
61	83	1.00
61	70	1.00
61	148	1.00
62	150	1.00
63	105	1.00
63	71	1.00
63	74	1.00
64	86	1.00
64	139	1.00
64	143	1.00
65	101	1.00
65	120	1.00
66	122	1.00
66	140	1.00
66	128	1.00
67	130	1.00
67	94	1.00
68	132	1.00
69	108	1.00
69	105	1.00
71	99	1.00
72	93	1.00
72	112	1.00
72	94	1.00
73	113	1.00
73	127	1.00
73	120	1.00
74	137	1.00
74	116	1.00
75	98	1.00
75	114	1.00
76	144	1.00
76	125	1.00
80	108	1.00
80	100	1.00
81	112	1.00
82	116	1.00
82	95	1.00
83	138	1.00
84	114	1.00
84	109	1.00
87	112	1.00
87	99	1.00
88	96	1.00
88	144	1.00
88	135	1.00
89	143	1.00
90	132	1.00
90	144	1.00
91	96	1.00
91	125	1.00
93	107	1.00
95	121	1.00
97	134	1.00
100	141	1.00
101	117	1.00
102	147	1.00
103	110	1.00
104	148	1.00
104	138	1.00
105	126	1.00
106	116	1.00
107	127	1.00
110	129	1.00
110	118	1.00
111	147	1.00
113	145	1.00
114	136	1.00
115	146	1.00
117	136	1.00
118	146	1.00
119	148	1.00
121	131	1.00
122	137	1.00
123	126	1.00
124	142	1.00
124	141	1.00
129	132	1.00
129	133	1.00
131	142	1.00
133	149	1.00
141	142	1.00
145	147	1.00
