40	60
1	13	1.00
1	28	1.00
1	6	1.00
2	3	1.00
2	30	1.00
2	26	1.00
3	11	1.00
3	24	1.00
4	32	1.00
4	26	1.00
4	12	1.00
5	31	1.00
5	30	1.00
5	36	1.00
6	24	1.00
6	15	1.00
7	14	1.00
7	38	1.00
7	23	1.00
8	26	1.00
8	25	1.00
8	9	1.00
9	22	1.00
9	14	1.00
10	30	1.00
10	37	1.00
10	12	1.00
11	16	1.00
11	15	1.00
12	21	1.00
13	21	1.00
13	37	1.00
14	37	1.00
15	35	1.00
16	33	1.00
16	17	1.00
17	22	1.00
17	20	1.00
18	29	1.00
18	23	1.00
18	39	1.00
19	21	1.00
19	40	1.00
19	34	1.00
20	32	1.00
20	23	1.00
22	33	1.00
24	25	1.00
25	35	1.00
27	39	1.00
27	29	1.00
27	28	1.00
28	29	1.00
31	32	1.00
31	34	1.00
33	36	1.00
34	38	1.00
35	40	1.00
36	38	1.00
39	40	1.00
