120.000	7140.000	0.000
1.000	2.000	1.000
1.000	3.000	1.000
1.000	4.000	-1.000
1.000	5.000	1.000
1.000	6.000	-1.000
1.000	7.000	-1.000
1.000	8.000	1.000
1.000	9.000	-1.000
1.000	10.000	-1.000
1.000	11.000	1.000
1.000	12.000	1.000
1.000	13.000	-1.000
1.000	14.000	1.000
1.000	15.000	-1.000
1.000	16.000	-1.000
1.000	17.000	-1.000
1.000	18.000	1.000
1.000	19.000	1.000
1.000	20.000	-1.000
1.000	21.000	1.000
1.000	22.000	-1.000
1.000	23.000	1.000
1.000	24.000	-1.000
1.000	25.000	1.000
1.000	26.000	-1.000
1.000	27.000	-1.000
1.000	28.000	1.000
1.000	29.000	-1.000
1.000	30.000	1.000
1.000	31.000	-1.000
1.000	32.000	-1.000
1.000	33.000	-1.000
1.000	34.000	1.000
1.000	35.000	1.000
1.000	36.000	-1.000
1.000	37.000	-1.000
1.000	38.000	1.000
1.000	39.000	1.000
1.000	40.000	1.000
1.000	41.000	1.000
1.000	42.000	-1.000
1.000	43.000	-1.000
1.000	44.000	-1.000
1.000	45.000	-1.000
1.000	46.000	1.000
1.000	47.000	-1.000
1.000	48.000	1.000
1.000	49.000	1.000
1.000	50.000	-1.000
1.000	51.000	-1.000
1.000	52.000	-1.000
1.000	53.000	-1.000
1.000	54.000	-1.000
1.000	55.000	-1.000
1.000	56.000	1.000
1.000	57.000	-1.000
1.000	58.000	1.000
1.000	59.000	1.000
1.000	60.000	-1.000
1.000	61.000	1.000
1.000	62.000	-1.000
1.000	63.000	1.000
1.000	64.000	-1.000
1.000	65.000	1.000
1.000	66.000	1.000
1.000	67.000	1.000
1.000	68.000	1.000
1.000	69.000	-1.000
1.000	70.000	1.000
1.000	71.000	-1.000
1.000	72.000	-1.000
1.000	73.000	-1.000
1.000	74.000	1.000
1.000	75.000	1.000
1.000	76.000	-1.000
1.000	77.000	-1.000
1.000	78.000	1.000
1.000	79.000	1.000
1.000	80.000	1.000
1.000	81.000	-1.000
1.000	82.000	-1.000
1.000	83.000	1.000
1.000	84.000	1.000
1.000	85.000	-1.000
1.000	86.000	1.000
1.000	87.000	1.000
1.000	88.000	1.000
1.000	89.000	1.000
1.000	90.000	-1.000
1.000	91.000	1.000
1.000	92.000	1.000
1.000	93.000	-1.000
1.000	94.000	-1.000
1.000	95.000	-1.000
1.000	96.000	1.000
1.000	97.000	-1.000
1.000	98.000	1.000
1.000	99.000	-1.000
1.000	100.000	-1.000
1.000	101.000	-1.000
1.000	102.000	1.000
1.000	103.000	-1.000
1.000	104.000	-1.000
1.000	105.000	-1.000
1.000	106.000	-1.000
1.000	107.000	1.000
1.000	108.000	1.000
1.000	109.000	-1.000
1.000	110.000	-1.000
1.000	111.000	-1.000
1.000	112.000	-1.000
1.000	113.000	1.000
1.000	114.000	-1.000
1.000	115.000	1.000
1.000	116.000	1.000
1.000	117.000	1.000
1.000	118.000	1.000
1.000	119.000	1.000
1.000	120.000	1.000
2.000	3.000	-1.000
2.000	4.000	1.000
2.000	5.000	1.000
2.000	6.000	-1.000
2.000	7.000	-1.000
2.000	8.000	1.000
2.000	9.000	-1.000
2.000	10.000	1.000
2.000	11.000	-1.000
2.000	12.000	1.000
2.000	13.000	1.000
2.000	14.000	1.000
2.000	15.000	1.000
2.000	16.000	-1.000
2.000	17.000	-1.000
2.000	18.000	1.000
2.000	19.000	-1.000
2.000	20.000	1.000
2.000	21.000	-1.000
2.000	22.000	1.000
2.000	23.000	1.000
2.000	24.000	1.000
2.000	25.000	1.000
2.000	26.000	1.000
2.000	27.000	1.000
2.000	28.000	1.000
2.000	29.000	-1.000
2.000	30.000	-1.000
2.000	31.000	1.000
2.000	32.000	-1.000
2.000	33.000	-1.000
2.000	34.000	1.000
2.000	35.000	-1.000
2.000	36.000	-1.000
2.000	37.000	-1.000
2.000	38.000	-1.000
2.000	39.000	1.000
2.000	40.000	1.000
2.000	41.000	1.000
2.000	42.000	-1.000
2.000	43.000	-1.000
2.000	44.000	1.000
2.000	45.000	-1.000
2.000	46.000	-1.000
2.000	47.000	-1.000
2.000	48.000	-1.000
2.000	49.000	-1.000
2.000	50.000	1.000
2.000	51.000	1.000
2.000	52.000	1.000
2.000	53.000	1.000
2.000	54.000	1.000
2.000	55.000	1.000
2.000	56.000	1.000
2.000	57.000	-1.000
2.000	58.000	-1.000
2.000	59.000	1.000
2.000	60.000	1.000
2.000	61.000	1.000
2.000	62.000	1.000
2.000	63.000	1.000
2.000	64.000	-1.000
2.000	65.000	-1.000
2.000	66.000	-1.000
2.000	67.000	-1.000
2.000	68.000	1.000
2.000	69.000	-1.000
2.000	70.000	1.000
2.000	71.000	1.000
2.000	72.000	1.000
2.000	73.000	1.000
2.000	74.000	-1.000
2.000	75.000	-1.000
2.000	76.000	1.000
2.000	77.000	1.000
2.000	78.000	-1.000
2.000	79.000	1.000
2.000	80.000	1.000
2.000	81.000	1.000
2.000	82.000	-1.000
2.000	83.000	1.000
2.000	84.000	1.000
2.000	85.000	-1.000
2.000	86.000	1.000
2.000	87.000	1.000
2.000	88.000	1.000
2.000	89.000	1.000
2.000	90.000	1.000
2.000	91.000	1.000
2.000	92.000	1.000
2.000	93.000	1.000
2.000	94.000	1.000
2.000	95.000	-1.000
2.000	96.000	-1.000
2.000	97.000	-1.000
2.000	98.000	1.000
2.000	99.000	1.000
2.000	100.000	1.000
2.000	101.000	-1.000
2.000	102.000	1.000
2.000	103.000	1.000
2.000	104.000	-1.000
2.000	105.000	-1.000
2.000	106.000	1.000
2.000	107.000	-1.000
2.000	108.000	1.000
2.000	109.000	-1.000
2.000	110.000	1.000
2.000	111.000	-1.000
2.000	112.000	-1.000
2.000	113.000	1.000
2.000	114.000	1.000
2.000	115.000	1.000
2.000	116.000	-1.000
2.000	117.000	1.000
2.000	118.000	-1.000
2.000	119.000	-1.000
2.000	120.000	-1.000
3.000	4.000	1.000
3.000	5.000	-1.000
3.000	6.000	-1.000
3.000	7.000	1.000
3.000	8.000	1.000
3.000	9.000	-1.000
3.000	10.000	-1.000
3.000	11.000	1.000
3.000	12.000	-1.000
3.000	13.000	1.000
3.000	14.000	-1.000
3.000	15.000	1.000
3.000	16.000	1.000
3.000	17.000	-1.000
3.000	18.000	-1.000
3.000	19.000	-1.000
3.000	20.000	1.000
3.000	21.000	-1.000
3.000	22.000	1.000
3.000	23.000	-1.000
3.000	24.000	1.000
3.000	25.000	1.000
3.000	26.000	1.000
3.000	27.000	-1.000
3.000	28.000	1.000
3.000	29.000	-1.000
3.000	30.000	-1.000
3.000	31.000	-1.000
3.000	32.000	-1.000
3.000	33.000	-1.000
3.000	34.000	1.000
3.000	35.000	-1.000
3.000	36.000	-1.000
3.000	37.000	1.000
3.000	38.000	-1.000
3.000	39.000	-1.000
3.000	40.000	-1.000
3.000	41.000	1.000
3.000	42.000	1.000
3.000	43.000	1.000
3.000	44.000	-1.000
3.000	45.000	-1.000
3.000	46.000	-1.000
3.000	47.000	-1.000
3.000	48.000	1.000
3.000	49.000	-1.000
3.000	50.000	-1.000
3.000	51.000	1.000
3.000	52.000	-1.000
3.000	53.000	1.000
3.000	54.000	1.000
3.000	55.000	1.000
3.000	56.000	1.000
3.000	57.000	1.000
3.000	58.000	1.000
3.000	59.000	1.000
3.000	60.000	-1.000
3.000	61.000	-1.000
3.000	62.000	1.000
3.000	63.000	-1.000
3.000	64.000	1.000
3.000	65.000	1.000
3.000	66.000	-1.000
3.000	67.000	-1.000
3.000	68.000	-1.000
3.000	69.000	1.000
3.000	70.000	1.000
3.000	71.000	1.000
3.000	72.000	-1.000
3.000	73.000	1.000
3.000	74.000	-1.000
3.000	75.000	-1.000
3.000	76.000	1.000
3.000	77.000	-1.000
3.000	78.000	-1.000
3.000	79.000	1.000
3.000	80.000	-1.000
3.000	81.000	-1.000
3.000	82.000	-1.000
3.000	83.000	-1.000
3.000	84.000	1.000
3.000	85.000	-1.000
3.000	86.000	1.000
3.000	87.000	1.000
3.000	88.000	1.000
3.000	89.000	1.000
3.000	90.000	1.000
3.000	91.000	-1.000
3.000	92.000	-1.000
3.000	93.000	-1.000
3.000	94.000	1.000
3.000	95.000	-1.000
3.000	96.000	1.000
3.000	97.000	-1.000
3.000	98.000	-1.000
3.000	99.000	-1.000
3.000	100.000	1.000
3.000	101.000	1.000
3.000	102.000	-1.000
3.000	103.000	1.000
3.000	104.000	1.000
3.000	105.000	-1.000
3.000	106.000	1.000
3.000	107.000	-1.000
3.000	108.000	1.000
3.000	109.000	-1.000
3.000	110.000	-1.000
3.000	111.000	1.000
3.000	112.000	-1.000
3.000	113.000	1.000
3.000	114.000	1.000
3.000	115.000	1.000
3.000	116.000	-1.000
3.000	117.000	1.000
3.000	118.000	1.000
3.000	119.000	-1.000
3.000	120.000	1.000
4.000	5.000	1.000
4.000	6.000	1.000
4.000	7.000	1.000
4.000	8.000	1.000
4.000	9.000	-1.000
4.000	10.000	-1.000
4.000	11.000	1.000
4.000	12.000	-1.000
4.000	13.000	1.000
4.000	14.000	1.000
4.000	15.000	-1.000
4.000	16.000	-1.000
4.000	17.000	-1.000
4.000	18.000	1.000
4.000	19.000	-1.000
4.000	20.000	1.000
4.000	21.000	1.000
4.000	22.000	1.000
4.000	23.000	1.000
4.000	24.000	1.000
